,NÚMERO DE INSCRIÇÃO,SITUAÇÃO,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,ANO
119,39401660234,Presente,E,C,E,B,A,A,C,D,E,C,B,E,C,B,A,B,C,D,B,B,E,D,A,E,A,D,C,C,C,C,A,E,D,C,B,B,D,D,D,A,C,A,C,C,B,E,E,C,C,A,E,B,C,B,C,D,D,D,C,*,A,E,A,B,E,C,D,B,A,C,2016
120,39401641185,Presente,B,B,C,C,B,B,D,D,D,C,D,A,C,E,B,A,B,B,A,D,D,C,E,B,A,E,B,A,C,D,A,D,B,A,D,B,D,C,E,B,A,A,E,D,C,E,D,B,A,B,D,E,A,A,D,C,C,D,E,E,A,E,A,E,C,C,B,B,D,D,2016
122,39401669832,Presente,B,A,E,C,B,B,C,B,C,C,C,E,D,B,A,B,D,E,B,B,B,A,E,E,A,D,A,C,D,E,B,E,B,E,E,D,A,B,D,B,B,B,A,E,C,C,D,A,B,D,C,B,C,A,E,C,E,A,C,A,D,A,D,A,E,C,A,B,D,D,2016
123,39401674709,Presente,C,C,B,C,C,A,B,A,D,E,E,A,D,A,C,A,E,E,B,D,A,B,A,B,A,C,B,C,E,E,B,D,D,D,A,C,A,E,E,C,A,C,D,E,A,C,C,E,A,B,D,C,A,A,B,B,E,D,C,D,D,A,A,A,D,C,A,B,B,C,2016
124,39401651081,Presente,E,B,A,C,D,B,D,A,E,C,D,B,E,C,E,A,E,E,A,C,E,A,D,A,A,A,D,C,C,C,B,D,B,C,B,A,A,C,C,C,E,C,A,D,C,C,B,D,D,A,C,D,B,A,D,D,A,*,E,A,C,A,A,A,E,C,E,B,A,C,2016
126,39401639875,Presente,E,B,C,C,A,B,C,E,B,D,D,E,B,B,C,E,B,E,B,B,A,A,E,E,B,D,E,C,B,E,B,D,B,B,B,A,A,C,E,A,B,E,A,B,C,A,B,C,B,D,B,D,E,B,A,E,B,B,E,A,D,A,A,A,E,C,A,D,C,D,2016
127,39401651774,Presente,D,D,D,D,D,B,D,D,D,D,D,E,D,E,B,B,E,E,B,B,E,E,C,B,A,E,A,C,B,A,B,A,B,D,D,A,A,C,B,B,A,C,A,C,C,A,E,E,D,D,A,A,D,E,D,A,D,D,B,B,A,B,E,A,E,C,E,C,B,D,2016
129,39401685158,Presente,E,A,E,D,B,A,C,B,A,C,C,E,C,E,D,D,B,E,B,D,A,A,E,E,A,A,A,E,D,A,B,A,B,C,D,A,A,A,D,C,A,A,D,C,B,C,E,E,C,D,D,A,A,A,B,A,D,B,E,B,A,A,C,A,D,C,E,B,B,D,2016
131,39401683416,Presente,E,A,E,E,A,A,C,D,A,C,E,E,E,E,B,D,B,E,B,C,A,B,D,D,A,C,D,C,A,C,B,A,B,C,A,B,A,C,D,B,E,B,D,D,B,D,A,C,C,D,C,A,D,E,D,A,C,D,D,B,D,D,A,C,D,C,A,D,A,C,2016
133,39401642829,Presente,E,A,C,E,A,B,C,D,B,E,A,E,C,A,B,D,B,D,B,C,B,A,E,E,A,D,C,C,B,A,C,D,E,E,E,D,A,B,D,A,A,E,E,B,B,B,C,D,C,D,B,B,A,B,D,C,B,D,E,E,E,C,A,E,E,C,A,B,A,C,2016
134,39401655004,Presente,E,A,E,E,C,B,C,D,C,C,B,E,D,D,B,B,B,E,B,B,B,C,A,B,A,B,D,C,C,D,B,A,B,A,B,C,A,B,D,A,A,E,C,C,D,C,C,B,E,A,E,B,A,A,E,A,D,B,D,D,D,A,C,A,E,C,A,A,A,A,2016
135,39401642690,Presente,B,A,C,D,C,A,C,D,A,D,E,E,A,E,C,D,A,E,B,D,E,B,C,E,A,A,A,C,A,E,B,A,D,D,E,A,A,E,E,E,A,A,D,B,D,B,A,A,B,D,C,D,A,A,E,C,C,D,E,A,D,C,C,A,E,C,A,B,A,D,2016
136,39401635607,Presente,E,A,D,E,A,B,C,D,*,C,C,E,C,A,B,D,B,E,B,C,B,A,E,E,A,D,D,C,D,E,D,A,B,E,D,A,A,A,D,E,A,E,D,E,D,A,C,E,C,D,D,D,A,B,E,E,C,C,E,A,B,E,C,A,E,C,C,B,A,C,2016
137,39401670356,Presente,C,A,C,E,C,A,C,E,E,C,C,E,C,B,B,A,B,E,B,D,E,A,D,B,A,B,D,C,A,C,A,A,B,E,C,A,A,E,D,E,A,B,A,C,B,C,A,E,C,D,E,E,A,B,D,E,E,B,E,A,C,A,D,A,D,C,A,B,B,D,2016
138,39402684349,Presente,E,A,C,B,A,A,A,C,C,C,B,E,D,E,D,D,E,E,B,B,A,A,E,E,A,B,A,C,E,E,B,A,D,D,E,A,A,A,D,E,B,C,A,C,C,A,E,E,B,B,B,B,A,A,E,C,A,D,A,A,D,A,C,A,E,C,A,C,B,A,2016
139,39401665774,Presente,C,A,D,C,A,A,D,C,E,D,A,E,E,C,D,D,B,E,D,E,A,B,E,E,A,D,A,C,D,E,E,A,D,C,D,A,A,A,D,E,B,B,D,B,B,A,C,D,D,E,E,B,C,A,B,A,B,D,C,A,D,A,A,A,E,C,A,C,C,D,2016
140,39401639887,Presente,E,A,C,E,A,A,C,B,C,C,D,E,D,E,C,D,A,E,B,B,A,A,A,A,A,B,B,C,D,C,B,C,B,B,A,A,A,A,B,D,C,C,C,A,B,C,C,C,D,D,D,D,A,B,B,A,C,A,D,A,D,A,C,C,E,C,C,E,B,D,2016
141,39401640820,Presente,E,B,B,B,B,B,B,B,B,B,E,E,C,B,B,E,B,E,D,B,B,B,A,B,A,D,B,C,D,C,B,A,D,B,E,B,A,B,B,B,B,C,A,B,C,B,B,C,B,B,C,A,A,B,D,C,B,B,E,B,B,B,B,A,E,B,A,C,C,C,2016
142,39401635888,Presente,E,A,A,C,B,B,B,E,A,C,E,E,E,B,A,D,E,E,B,C,B,B,A,E,A,D,E,C,D,C,B,E,B,A,D,A,A,A,D,E,A,A,E,D,D,E,B,C,B,B,E,A,A,A,B,A,D,D,E,A,D,A,C,A,D,C,A,C,B,D,2016
144,39401640847,Presente,B,A,D,D,A,A,B,C,A,C,D,E,D,E,D,D,B,E,B,C,B,A,C,E,A,C,E,C,C,E,B,A,B,D,D,A,A,C,D,E,B,A,A,E,C,E,C,D,B,D,C,A,C,D,D,B,A,D,E,A,D,A,D,A,E,C,B,D,B,E,2016
145,39401642571,Presente,E,A,B,B,B,D,A,C,C,D,C,E,A,B,B,D,A,A,B,A,E,C,B,B,C,E,D,C,E,E,B,E,C,E,C,C,A,A,B,C,A,B,A,C,B,C,E,B,B,D,E,B,D,C,D,E,A,D,E,A,A,A,D,E,E,C,A,B,A,C,2016
146,39401670632,Presente,A,A,A,C,C,B,E,E,E,D,C,E,A,E,A,D,C,B,B,B,B,B,E,E,A,D,A,C,E,E,B,E,C,D,D,A,A,C,D,B,A,E,A,A,A,E,D,E,B,D,C,E,A,B,E,C,B,A,C,A,A,A,C,E,D,C,A,B,B,A,2016
148,39401653073,Presente,D,B,D,D,B,C,B,C,D,B,C,E,D,E,E,B,D,E,B,A,A,A,B,D,A,E,E,C,B,C,B,B,B,E,B,D,C,A,E,A,D,E,A,B,B,C,D,A,C,D,C,B,A,B,D,A,B,B,C,B,E,A,A,A,E,C,A,C,B,D,2016
149,39401647440,Presente,E,E,E,E,E,E,E,E,E,E,D,E,D,E,A,E,B,E,B,B,B,A,D,B,A,E,D,C,E,E,B,E,B,E,E,E,D,C,E,E,E,E,E,E,E,E,E,E,E,D,E,D,E,E,E,A,E,E,E,C,C,A,E,A,E,C,A,E,E,E,2016
150,39401674472,Presente,E,C,C,D,A,A,B,E,E,B,E,B,E,C,D,D,B,B,B,B,B,B,E,E,A,D,A,C,B,C,B,A,C,D,D,A,A,A,D,E,B,C,A,D,B,C,B,C,B,D,B,A,A,A,B,B,B,B,C,E,C,A,B,A,D,C,A,B,B,C,2016
151,39401685114,Presente,B,A,E,D,C,A,C,C,D,C,E,E,E,C,C,E,C,B,B,C,A,A,B,E,A,D,B,C,B,C,B,A,B,C,E,C,A,A,E,B,A,A,D,A,A,C,C,E,E,E,D,A,C,A,E,C,D,A,C,E,D,A,C,A,D,C,B,E,B,B,2016
152,39401664564,Presente,E,D,D,C,D,D,C,D,D,A,D,E,D,D,B,D,E,D,A,D,E,A,B,E,B,D,B,C,C,D,B,D,D,D,D,A,A,B,D,D,B,D,A,D,B,E,D,E,D,B,D,E,D,A,C,E,D,D,E,B,D,A,C,A,E,C,A,D,B,D,2016
153,39401651304,Presente,E,C,C,A,D,C,C,E,E,C,C,C,D,D,A,B,B,*,D,D,E,A,D,E,A,B,B,C,A,E,B,E,B,D,B,A,C,B,D,A,A,A,C,D,D,C,B,C,C,B,E,B,A,C,C,C,B,D,E,A,C,A,C,A,C,B,A,D,C,D,2016
155,39402683555,Presente,B,A,D,D,C,A,C,E,D,B,C,E,C,B,D,D,B,E,B,A,A,B,C,B,A,D,B,C,D,B,B,A,A,C,D,A,A,A,E,D,D,A,D,C,E,A,E,E,B,D,B,E,A,A,E,C,D,D,E,A,D,A,C,A,D,C,C,E,B,C,2016
156,39401639450,Presente,E,B,A,C,A,A,D,D,E,D,D,E,E,C,B,B,B,C,A,C,E,E,A,E,A,E,D,C,A,C,C,C,B,E,D,A,B,B,D,C,D,B,E,A,B,D,C,A,E,B,E,B,C,A,C,C,D,D,E,C,E,E,A,A,E,B,A,B,B,D,2016
157,39401671181,Presente,E,A,E,C,C,A,E,C,C,B,C,E,E,A,E,D,A,B,B,B,E,D,C,B,A,A,A,C,A,B,B,A,B,E,D,A,A,B,D,C,A,E,C,E,C,C,A,A,B,B,C,B,A,A,B,A,D,C,E,D,C,A,D,A,E,C,A,D,B,A,2016
158,39401670125,Presente,E,A,B,E,D,A,B,D,D,C,E,E,C,E,D,D,B,E,B,B,B,B,A,E,A,B,A,B,B,C,B,D,B,C,B,A,A,E,E,C,D,C,D,E,D,E,C,A,A,B,D,B,B,C,B,C,D,B,D,C,B,A,D,A,E,C,A,A,B,D,2016
160,39401669973,Presente,C,C,D,B,C,A,B,B,E,A,C,E,D,B,C,A,E,C,E,C,E,B,A,E,C,B,C,D,B,D,B,A,C,B,E,E,A,E,B,C,A,A,B,C,A,D,B,B,A,B,C,C,B,A,E,C,E,E,C,E,A,A,C,A,C,B,C,E,D,B,2016
162,39401683500,Presente,E,A,D,C,A,A,A,D,C,A,C,E,B,E,A,D,A,E,B,C,B,B,D,A,A,E,D,C,B,E,A,A,D,B,B,A,A,A,D,C,A,B,D,D,C,E,E,E,C,E,C,D,A,A,D,E,C,D,D,A,D,A,A,A,E,C,E,E,B,A,2016
163,39401640564,Presente,E,B,C,D,A,C,C,*,A,C,E,E,A,C,D,A,B,B,B,C,C,B,E,E,A,C,D,C,B,A,B,C,B,C,D,C,D,C,*,D,A,A,C,D,A,E,D,C,C,D,E,A,B,D,D,C,C,A,B,C,E,B,B,A,A,C,C,D,C,D,2016
164,39401669093,Presente,E,B,B,C,D,A,C,D,D,C,C,E,D,B,C,A,E,E,B,A,A,E,E,B,A,C,B,C,C,A,A,D,C,B,B,D,D,B,D,E,E,B,C,D,C,A,D,A,A,E,D,E,A,A,D,C,B,B,D,D,D,A,C,A,B,D,C,D,B,D,2016
165,39401643481,Presente,E,A,C,E,D,B,C,E,C,C,A,E,B,A,A,D,B,C,D,E,E,E,C,B,B,A,A,C,E,C,B,E,B,D,A,B,B,C,D,C,E,B,B,E,C,D,B,C,A,A,D,B,C,B,B,E,E,E,D,A,C,B,A,D,E,D,D,B,C,A,2016
166,39401654396,Presente,E,A,C,D,D,B,C,D,E,C,E,E,E,D,D,D,B,E,B,B,A,D,E,E,A,D,A,C,B,E,B,A,B,C,B,A,A,A,D,E,E,A,C,E,E,A,C,C,B,C,C,E,A,A,D,A,E,D,E,A,D,A,E,A,D,C,A,E,B,A,2016
168,39401683283,Presente,A,D,C,C,B,C,D,A,D,D,D,E,E,C,B,A,B,D,A,B,B,B,E,E,A,E,D,C,E,D,B,E,B,E,A,A,D,A,A,B,A,C,C,E,C,C,B,C,D,C,C,E,B,C,E,E,D,D,B,D,E,A,C,A,E,C,B,B,E,C,2016
169,39401663240,Presente,E,A,B,E,C,A,C,E,E,D,E,E,D,A,B,D,B,E,B,B,E,D,B,E,A,A,A,C,B,C,B,C,E,C,D,C,A,A,D,E,C,E,D,E,D,C,E,C,B,B,C,A,C,C,B,C,D,D,C,A,B,D,C,A,E,B,A,B,B,C,2016
170,39401638844,Presente,A,B,A,D,D,A,A,A,A,A,A,A,B,E,E,E,B,E,D,E,E,E,A,A,A,A,A,D,C,C,C,C,D,C,C,C,C,A,A,A,A,A,E,C,C,E,A,E,D,B,E,A,A,C,D,A,B,D,E,A,A,A,D,A,E,C,C,B,B,C,2016
172,39401636875,Presente,B,A,B,D,E,C,B,A,E,D,C,E,A,A,B,E,A,E,B,C,B,C,E,E,A,D,D,A,B,E,E,E,E,C,A,A,C,B,E,A,B,C,E,B,E,E,C,D,C,A,D,A,A,C,E,A,E,D,D,C,D,C,B,E,D,C,C,B,B,D,2016
173,39401657200,Presente,E,B,E,A,C,B,B,B,C,D,E,E,D,B,B,A,B,E,D,D,B,B,D,A,A,D,E,C,A,C,B,D,A,C,D,E,D,A,D,C,B,C,E,B,B,C,A,A,E,D,B,A,C,C,E,C,A,D,B,E,A,A,A,D,A,D,A,A,A,A,2016
174,39401639985,Presente,E,A,C,D,A,C,C,D,C,D,B,E,E,A,B,D,D,E,B,E,A,A,B,B,A,D,E,C,C,E,B,A,B,C,E,A,B,B,D,D,B,B,D,E,B,E,D,A,A,E,C,D,A,A,C,C,E,D,E,A,C,A,D,A,E,C,A,E,B,C,2016
175,39401643792,Presente,E,A,C,B,A,D,E,E,D,D,A,E,B,D,B,B,B,E,B,D,E,B,C,B,A,D,B,C,C,C,B,C,D,C,E,A,A,C,D,A,A,E,E,C,C,B,A,E,A,D,C,A,A,A,D,C,E,D,E,D,E,A,A,A,D,C,C,C,B,C,2016
176,39401670997,Presente,B,B,B,D,A,B,B,C,C,B,C,E,D,E,C,A,E,A,A,B,A,C,B,A,A,A,E,C,B,B,E,C,C,E,D,D,C,B,E,C,D,E,E,B,E,C,B,B,B,B,E,D,A,B,C,C,B,C,B,C,E,D,B,A,B,D,A,D,B,C,2016
177,39401670567,Presente,D,D,B,B,B,B,B,B,B,B,B,E,B,B,C,B,B,E,B,B,B,A,E,E,A,A,C,C,D,C,B,A,B,A,C,A,A,B,E,E,A,A,B,C,B,B,C,B,B,C,D,A,A,A,B,C,B,B,E,A,B,D,A,A,E,C,C,C,B,C,2016
178,39401684908,Presente,C,A,C,B,D,B,E,A,D,E,C,D,B,A,B,E,C,A,B,D,E,A,E,B,A,B,B,C,D,D,B,D,C,C,D,B,A,E,D,E,C,B,B,E,D,C,A,B,A,D,E,C,A,C,B,A,D,E,B,C,D,A,B,A,A,B,C,B,C,A,2016
179,39401670977,Presente,A,A,D,E,B,A,C,A,B,A,E,E,B,D,A,D,A,A,B,B,A,C,E,E,A,D,D,C,C,A,B,A,D,A,E,A,A,C,D,C,A,B,C,C,B,E,A,D,B,B,E,A,A,B,C,C,A,A,C,A,A,A,C,A,E,C,A,C,A,D,2016
180,39401672076,Presente,E,A,D,B,C,B,A,B,E,B,C,E,E,A,B,A,C,C,A,B,A,B,E,E,A,A,E,C,D,C,A,D,E,A,C,E,A,A,C,C,D,E,B,C,D,E,C,C,E,B,D,C,E,E,A,D,D,D,D,A,E,A,B,B,A,C,B,C,A,E,2016
181,39401675159,Presente,C,C,C,C,C,B,E,A,E,E,E,A,A,A,A,D,D,D,B,D,E,A,C,B,B,C,B,C,A,D,B,D,D,E,E,E,A,A,E,D,D,B,D,D,E,C,D,A,D,D,E,B,A,E,C,C,A,C,C,C,C,D,C,A,E,B,E,C,C,C,2016
182,39401678577,Presente,E,B,B,E,B,C,D,C,E,C,D,E,A,D,B,B,A,A,D,C,A,C,B,E,A,C,D,C,D,C,B,A,B,B,E,A,B,B,D,E,D,C,C,D,B,B,E,D,B,D,C,B,C,C,E,C,A,B,E,E,C,A,A,B,E,C,A,D,D,D,2016
183,39402652854,Presente,D,C,B,D,C,A,A,B,C,D,B,E,C,C,B,D,C,D,C,E,A,B,B,E,B,D,A,C,D,A,B,D,B,E,B,D,A,B,D,A,D,C,D,A,E,C,E,E,B,C,A,E,B,A,C,A,E,D,E,A,D,A,A,C,E,C,C,C,D,E,2016
185,39401640811,Presente,E,D,C,C,C,D,B,A,B,E,D,A,D,B,D,D,A,D,C,D,A,A,E,E,A,A,B,C,E,C,B,C,D,E,C,A,A,B,D,B,A,E,E,D,B,B,C,D,D,B,B,E,B,C,B,A,E,D,C,B,D,A,C,C,B,C,D,C,B,D,2016
186,39401651474,Presente,E,A,D,B,B,A,B,C,E,C,D,E,D,B,B,D,E,E,B,A,B,B,E,E,A,D,A,C,D,C,B,E,B,E,A,A,A,B,D,C,B,E,B,E,C,A,D,A,B,D,C,A,A,B,B,C,C,D,C,A,D,A,D,A,E,C,C,C,B,E,2016
187,39401659440,Presente,A,C,B,B,E,B,D,B,E,B,B,E,C,D,C,A,B,D,A,B,B,B,C,B,A,D,E,C,D,C,B,C,B,C,D,A,C,E,B,E,A,B,B,D,B,C,D,C,B,C,E,D,A,A,B,A,A,A,C,A,C,A,E,A,D,B,C,A,B,D,2016
190,39402672041,Presente,E,B,B,E,B,B,B,B,B,C,C,E,D,B,C,A,B,E,B,A,E,B,E,E,A,C,D,C,B,C,B,B,B,B,B,A,A,B,D,B,B,B,C,C,B,B,B,B,B,D,B,B,B,B,B,C,B,B,D,D,C,E,B,B,B,C,B,B,B,C,2016
191,39401657059,Presente,A,A,A,C,A,A,C,A,B,B,D,E,A,C,A,A,E,D,B,A,B,A,D,E,A,D,D,C,D,E,B,E,E,C,B,B,A,B,D,E,B,B,C,A,E,C,A,D,C,B,E,D,A,A,E,C,A,D,E,C,D,A,C,A,D,C,B,B,B,D,2016
192,39401635855,Presente,E,C,D,D,C,B,C,A,A,C,C,E,A,A,C,E,A,E,B,A,A,B,B,E,A,E,D,E,A,A,B,C,D,E,D,E,A,B,A,C,C,E,B,E,B,C,E,A,C,B,D,B,C,A,B,C,D,C,C,C,A,A,C,A,D,A,E,B,C,D,2016
193,39401642632,Presente,E,B,C,B,C,C,C,C,C,E,C,E,D,C,B,B,C,E,B,C,B,A,C,B,A,D,C,B,C,C,B,C,C,C,C,B,D,B,C,C,C,C,C,C,C,C,C,C,C,C,C,D,C,A,C,C,C,D,A,D,C,A,C,A,E,C,C,C,C,B,2016
194,39401672900,Presente,C,B,E,B,C,A,B,C,E,C,E,B,C,B,D,D,B,D,D,C,B,C,E,E,A,D,E,C,A,C,B,D,B,C,D,A,A,B,B,B,A,B,E,E,B,C,E,E,C,B,D,B,C,A,E,A,D,C,E,C,C,A,A,A,E,C,C,B,D,D,2016
195,39402671556,Presente,E,A,E,D,A,A,C,D,A,C,E,A,D,E,D,D,B,E,B,E,A,B,E,E,A,D,C,A,E,C,B,A,B,E,E,A,A,B,E,B,E,E,B,E,E,C,A,C,E,D,E,E,A,D,E,C,B,A,E,A,B,C,E,A,A,E,D,E,E,D,2016
196,39401672740,Presente,E,A,E,C,C,A,C,A,C,C,E,E,E,B,A,A,B,E,B,A,A,A,E,E,A,D,D,E,A,A,B,A,B,C,A,A,B,B,D,A,A,C,D,C,C,E,D,E,A,C,D,B,A,A,A,A,A,D,C,D,D,A,C,A,D,C,B,B,B,D,2016
197,39401643911,Presente,D,C,C,E,B,C,D,D,D,C,D,E,D,E,B,D,B,A,B,C,A,B,B,E,B,B,D,C,C,A,B,D,B,D,E,A,A,B,E,B,A,A,B,C,D,C,D,E,C,B,E,C,D,A,E,C,E,D,D,D,D,A,D,A,E,C,C,D,B,D,2016
198,39401677548,Presente,B,C,C,C,B,A,C,A,C,A,E,E,C,E,B,D,B,D,B,D,E,C,A,E,A,C,A,C,E,D,B,A,B,C,E,C,A,B,D,A,E,E,B,A,B,D,A,D,D,E,A,B,B,A,B,B,E,D,D,A,D,A,A,A,C,C,A,B,B,C,2016
199,39401641059,Presente,A,A,A,A,C,B,B,E,E,E,D,E,C,C,B,C,A,A,A,D,E,A,A,E,A,D,A,C,E,C,B,A,B,C,E,A,A,B,D,A,A,A,E,A,A,D,C,A,E,A,A,B,A,A,A,C,A,A,D,D,A,E,A,A,E,A,A,A,B,D,2016
200,39402639705,Presente,C,A,A,E,A,A,C,A,C,A,A,E,D,A,A,D,A,E,D,A,E,C,E,E,A,B,A,C,B,C,B,A,B,E,E,D,A,C,D,C,B,A,A,C,B,A,E,C,A,D,A,E,A,A,C,E,B,A,C,A,A,A,A,A,E,C,A,C,B,C,2016
201,39401668779,Presente,E,A,C,E,B,A,D,C,D,C,C,E,C,B,A,D,D,A,B,B,A,B,E,B,A,D,A,C,D,C,A,B,D,D,A,D,B,E,A,B,B,E,D,C,D,B,E,D,A,C,D,C,B,C,D,E,D,B,C,A,D,A,C,A,D,B,C,B,B,D,2016
202,39401664922,Presente,A,B,B,D,B,C,C,D,C,A,A,E,C,A,B,E,B,A,B,B,A,D,B,E,A,A,D,C,A,A,B,D,D,B,C,A,A,B,B,A,B,B,A,B,A,C,E,D,B,D,C,A,B,A,C,A,D,B,D,B,B,A,C,D,D,E,B,B,A,A,2016
203,39401636094,Presente,E,A,A,C,B,A,B,D,E,B,B,E,D,B,A,E,B,E,A,C,B,B,B,D,A,D,D,D,E,A,B,D,C,C,E,E,A,B,D,B,B,C,B,C,A,A,C,E,C,D,E,D,A,A,A,C,E,A,E,A,D,A,C,A,E,A,A,C,A,D,2016
204,39401653058,Presente,C,D,E,B,B,D,A,D,D,C,D,E,A,D,C,D,D,E,B,B,A,D,B,B,A,C,B,B,D,C,B,C,C,E,C,C,C,E,C,C,B,C,B,B,B,B,B,B,B,D,B,D,B,B,B,E,B,B,E,D,C,A,E,A,A,C,C,E,E,C,2016
205,39401664812,Presente,E,A,C,E,B,B,B,C,C,C,C,E,A,C,D,D,E,E,B,B,E,C,A,B,B,C,B,C,B,C,B,C,D,E,C,A,D,B,D,C,C,C,B,C,B,C,C,D,D,D,D,B,C,D,C,C,A,C,E,C,C,B,C,A,E,C,A,B,C,D,2016
206,39401637794,Presente,A,C,C,E,D,B,A,B,E,C,D,E,E,D,B,C,B,B,E,A,E,C,D,D,A,B,D,C,C,C,C,E,C,B,D,E,A,B,D,A,A,C,B,D,C,B,A,D,C,B,E,D,C,E,D,C,C,C,C,C,E,E,A,B,E,D,E,D,E,D,2016
207,39401683034,Presente,E,A,C,D,A,A,C,B,A,C,D,E,C,C,D,D,B,E,B,C,A,B,A,E,A,D,D,C,D,C,B,A,B,B,E,A,A,C,E,C,E,A,E,A,B,E,C,E,E,B,C,B,C,B,C,E,D,E,C,A,D,A,B,A,E,C,A,C,B,C,2016
210,39401650672,Presente,C,A,D,C,A,A,E,B,E,C,E,E,D,D,D,D,E,E,B,B,B,B,E,E,A,C,A,C,B,A,B,A,B,E,D,A,A,C,D,E,E,B,A,E,C,B,A,E,B,D,A,B,D,B,D,A,E,D,D,A,D,A,D,A,E,C,A,B,B,A,2016
214,39401649318,Presente,B,A,D,D,C,A,C,B,C,C,A,E,C,D,A,D,B,E,B,B,A,B,A,E,B,C,E,C,D,C,B,C,B,D,C,A,A,B,D,E,B,A,A,E,B,C,B,E,C,D,C,B,C,D,B,A,A,D,B,A,D,B,A,A,E,C,D,B,A,C,2016
215,39401657383,Presente,E,A,D,E,D,A,B,B,C,C,C,E,D,B,A,E,B,B,B,B,B,C,E,E,A,D,A,C,B,B,B,A,C,B,B,A,A,B,D,C,A,A,C,B,B,C,B,E,B,E,B,A,B,A,B,C,B,A,E,D,D,E,C,B,E,B,B,D,B,D,2016
216,39401676979,Presente,B,B,B,B,B,B,B,B,B,C,B,A,D,B,C,A,B,B,B,B,B,B,A,B,A,B,C,A,B,B,B,B,B,E,B,B,B,A,A,B,B,C,E,B,E,B,B,B,B,D,A,D,B,B,D,A,B,B,C,A,D,A,B,A,E,B,B,B,A,C,2016
217,39401661924,Presente,E,E,C,B,C,A,B,E,E,C,D,E,A,C,B,E,B,D,D,C,E,A,C,A,A,E,D,C,C,B,B,D,C,C,E,C,A,E,D,B,D,A,D,C,D,B,D,C,D,C,E,A,B,A,E,A,A,E,C,A,D,E,D,D,D,E,E,A,B,A,2016
218,39401667215,Presente,C,D,B,D,C,E,C,A,D,B,E,E,D,B,C,C,B,D,B,E,A,B,A,E,A,D,E,C,E,E,B,D,A,C,D,A,D,A,D,B,C,E,B,D,C,C,E,D,B,D,C,A,B,B,B,C,E,D,C,A,C,A,C,A,D,C,A,A,B,C,2016
219,39401650850,Presente,E,A,E,B,B,A,C,D,E,C,E,E,D,B,B,B,B,E,B,B,A,B,A,E,A,D,A,C,C,C,B,A,A,C,E,A,A,C,D,B,B,E,A,D,B,C,D,B,B,B,E,C,A,A,B,A,D,D,E,D,D,A,C,A,E,C,A,C,B,D,2016
220,39401653561,Presente,E,A,C,D,B,A,B,D,C,C,E,E,E,D,B,D,B,E,B,D,E,B,E,B,A,D,E,C,D,C,B,D,C,C,D,A,E,A,D,E,E,D,E,C,B,C,D,E,D,E,E,A,D,A,C,C,E,A,C,A,B,A,C,A,E,D,A,E,B,D,2016
225,39401636406,Presente,A,A,D,C,D,B,B,E,D,B,C,B,C,D,B,B,B,E,D,C,E,B,E,E,A,D,C,C,A,C,B,C,A,C,E,C,B,C,D,E,B,E,D,D,E,C,C,D,C,B,C,D,C,A,E,A,B,D,B,D,D,A,E,A,D,C,A,C,B,D,2016
226,39401656341,Presente,B,C,E,A,E,C,A,D,C,A,C,E,C,C,C,E,A,A,D,C,D,D,E,E,B,A,C,C,C,B,B,D,D,E,C,A,E,A,D,A,C,E,C,C,B,C,C,D,D,B,C,E,A,C,D,B,D,C,A,B,C,A,C,E,E,C,C,C,B,C,2016
227,39401642298,Presente,E,A,C,A,C,B,E,A,B,C,E,E,E,D,A,D,B,A,B,A,A,D,E,E,A,A,D,A,B,D,B,D,B,A,E,A,C,A,D,E,A,C,D,C,E,C,A,B,C,B,B,A,A,C,C,C,B,D,C,C,E,A,C,A,D,B,A,C,B,D,2016
228,39401643403,Presente,E,A,C,E,A,B,C,E,C,C,D,E,D,B,A,B,B,E,B,B,B,A,E,E,A,A,E,E,C,A,B,A,D,C,E,A,A,A,E,C,B,C,A,C,E,C,C,C,D,B,C,A,A,C,C,C,D,C,E,E,B,A,B,A,E,C,A,A,B,A,2016
229,39401661788,Presente,E,D,C,D,C,D,D,E,E,B,A,E,C,D,B,D,B,E,D,D,A,B,B,B,A,D,D,C,A,E,B,D,C,D,A,D,C,B,D,A,D,B,D,C,E,B,D,E,A,D,C,D,A,A,D,C,D,D,D,A,D,A,D,A,E,D,A,E,D,D,2016
230,39401669326,Presente,B,A,E,D,D,C,B,D,A,D,E,E,C,D,B,A,E,D,B,B,B,A,D,B,A,C,B,C,C,C,B,C,E,E,D,A,C,A,D,B,A,A,D,D,B,C,D,C,B,C,C,A,C,A,B,C,B,D,A,A,B,A,C,C,E,B,C,A,B,D,2016
232,39401672737,Presente,E,A,C,B,C,B,C,D,E,C,D,E,C,D,D,B,B,D,B,B,A,B,A,E,A,C,A,C,E,E,B,E,B,E,D,D,A,C,D,C,B,A,C,D,E,A,D,A,B,C,D,E,A,E,D,C,D,C,E,D,E,A,C,A,E,B,A,C,B,C,2016
