,CARGO,ESPECIALIDADE,INSCRICAO,IDENTIFICADOR,NOTA Algebra Linear,NOTA Análise Combinatória,NOTA Cálculo Diferencial e Integral,NOTA Geometria Analítica,NOTA Matemática Discreta,NOTA Probabilidade e Estatística,NOTA Lógica Matemática,NOTA Análise de Algorítmos,NOTA Algorítmos e Estrutura de Dados,NOTA Arquitetura e Organização de Computadores,NOTA Circuitos Digitais,NOTA Linguagens de Programação,"NOTA Linguagens Formais, Autômatos e Computabilidade",NOTA Organização de Arquivos e Dados,NOTA Sistemas Operacionais,NOTA Técnicas de Programação,NOTA Teoria dos Grafos,NOTA Banco de Dados,NOTA Compiladores,NOTA Computação Gráfica,NOTA Engenharia de Software,NOTA Inteligência Artificial,NOTA Processamento de Imagens,NOTA Redes de Computadores,NOTA Sistemas Distribuídos,NOTA TOTAL TO
102,Mestrado/Doutorado,Redes e Sistemas Distribuídos,42101833969-8,"1,036E+11",3.0,0.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,37.0
103,Mestrado/Doutorado,Computação básica,42101834300-1,"1,043E+11",1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,28.0
104,Mestrado/Doutorado,Inteligência Computacional,42101835841-7,"1,009E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
105,Mestrado/Doutorado,Redes e Sistemas Distribuidos,42101834934-0,"1,055E+11",1.0,0.0,1.0,2.0,2.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,24.0
106,Mestrado/Doutorado,Sistemas De Informação,42101832603-0,"1,008E+11",2.0,1.0,2.0,0.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,2.0,3.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,35.0
107,Mestrado/Doutorado,Sistemas de Computação,42101818201-9,"1,051E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
108,Mestrado/Doutorado,Inteligência Computacional,42101812541-5,"1,01E+11",1.0,3.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,0.0,0.0,2.0,3.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0,2.0,2.0,39.0
109,Mestrado/Doutorado,"Algoritmos, Otimização Combinatória e Teoria da Computação",42101826098-0,"1,05E+11",1.0,3.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,46.0
110,Mestrado/Doutorado,Algoritmos e Otimização,42101825755-2,"1,048E+11",1.0,2.0,2.0,0.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,38.0
111,Mestrado/Doutorado,Redes de Computadores,42101830433-8,"1,039E+11",1.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,3.0,2.0,46.0
112,Mestrado/Doutorado,Inteligência Artificial,42101828220-0,"1,053E+11",1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,26.0
113,Mestrado/Doutorado,Sistemas de Informação e Computação,42101828052-0,"1,023E+11",1.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,23.0
114,Mestrado/Doutorado,Fundamentos da Computação,42101834728-7,"1,039E+11",1.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,40.0
115,Mestrado/Doutorado,Sistemas Inteligentes,42101827929-5,"1,036E+11",1.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,28.0
116,Mestrado/Doutorado,Sistemas de Informação,42101812715-5,"1,043E+11",2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,39.0
117,Mestrado/Doutorado,Algoritmos e Otimização,42101815839-8,"1,053E+11",1.0,0.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,3.0,34.0
118,Autoavaliação,,42102810315-7,"1,022E+11",0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,24.0
119,Mestrado/Doutorado,Inteligência Computacional,42101824165-0,"1,007E+11",1.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,29.0
120,Mestrado/Doutorado,Inteligência Artificial,42101819606-4,"1,027E+11",1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,2.0,47.0
121,Mestrado/Doutorado,Sistemas Inteligentes.,42101832412-4,"1,049E+11",3.0,1.0,2.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,2.0,3.0,0.0,0.0,1.0,2.0,2.0,1.0,3.0,42.0
122,Mestrado/Doutorado,Banco de Dados,42101833347-8,"1,052E+11",2.0,0.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,3.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,2.0,36.0
123,Mestrado/Doutorado,Projeto de Sistemas Computacionais,42101826286-7,"1,019E+11",0.0,2.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,2.0,3.0,3.0,2.0,0.0,1.0,2.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,31.0
124,Mestrado/Doutorado,Computação Paralela e Distribuída,42101821832-8,"1,025E+11",1.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,0.0,0.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,38.0
125,Mestrado/Doutorado,Processamento de Imagens,42101821653-0,"1,039E+11",2.0,0.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,3.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,35.0
126,Autoavaliação,,42102834258-9,"1,051E+11",2.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,39.0
127,Mestrado/Doutorado,Algoritmos,42101810030-8,"1,016E+11",2.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,0.0,2.0,3.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,42.0
128,Mestrado/Doutorado,Metodologia e Técnicas da Computação,42101810286-3,"1,051E+11",2.0,1.0,1.0,1.0,2.0,0.0,2.0,3.0,2.0,2.0,1.0,3.0,1.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,36.0
129,Mestrado/Doutorado,Teoria da Computação,42101835237-5,"1,019E+11",1.0,0.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,29.0
130,Autoavaliação,,42102834655-8,"1,051E+11",1.0,2.0,2.0,0.0,1.0,0.0,2.0,3.0,2.0,1.0,1.0,3.0,0.0,2.0,2.0,3.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,3.0,36.0
131,Mestrado/Doutorado,Desenvolvimento,42101829524-9,"1,011E+11",2.0,2.0,1.0,1.0,2.0,0.0,2.0,3.0,3.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,3.0,41.0
132,Mestrado/Doutorado,Reutilização de Software,42101833997-2,"1,004E+11",1.0,1.0,1.0,0.0,2.0,1.0,1.0,3.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,26.0
133,Mestrado/Doutorado,Computação Paralela e Distribuída,42101832587-9,"1,018E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
134,Mestrado/Doutorado,Sistemas de Computação,42101822532-2,"1,004E+11",2.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,31.0
135,Mestrado/Doutorado,Segurança de Dados e Criptografia,42101833563-9,"1,004E+11",1.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,2.0,0.0,2.0,3.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,26.0
136,Mestrado/Doutorado,Engenharia de Software e Sistemas de Computação,42101834633-8,"1,008E+11",1.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,3.0,42.0
137,Mestrado/Doutorado,Tecnologia da Informação,42101819318-0,"1,016E+11",1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,0.0,3.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,30.0
138,Mestrado/Doutorado,Engenharia de Software,42101817668-0,"1,019E+11",1.0,1.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,42.0
139,Mestrado/Doutorado,Inteligência Computacional,42101811556-7,"1,007E+11",1.0,0.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,25.0
140,Mestrado/Doutorado,Sistemas Digitais e Embarcados,42101835659-0,"1,005E+11",1.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,29.0
141,Mestrado/Doutorado,Projeto de Sistemas Computacionais,42101812464-4,"1,037E+11",2.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,2.0,32.0
142,Mestrado/Doutorado,Sistemas de Software,42101810515-8,"1,01E+11",3.0,3.0,1.0,2.0,1.0,0.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,0.0,1.0,3.0,2.0,0.0,2.0,0.0,42.0
143,Mestrado/Doutorado,Engenharia de Software,42101823453-8,"1,007E+11",1.0,0.0,1.0,0.0,2.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,17.0
144,Mestrado/Doutorado,Infraestrutura de TI,42101823480-2,"1,021E+11",2.0,0.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,26.0
145,Mestrado/Doutorado,Sistemas de Informação,42101829317-6,"1,032E+11",0.0,1.0,2.0,2.0,1.0,0.0,3.0,3.0,1.0,0.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,34.0
146,Mestrado/Doutorado,Sistemas de Informação e Computação,42101833538-4,"1,032E+11",0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,14.0
147,Mestrado/Doutorado,Teoria da Computação,42101835845-7,"1,048E+11",1.0,2.0,2.0,0.0,1.0,0.0,2.0,3.0,3.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,34.0
148,Mestrado/Doutorado,Inteligência Computacional,42101812179-0,"1,04E+11",1.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,30.0
149,Mestrado/Doutorado,Engenharia de Software e Sistemas de Computação,42101822338-8,"1,008E+11",3.0,2.0,2.0,1.0,3.0,0.0,2.0,3.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,32.0
150,Mestrado/Doutorado,Bioinformática,42101810443-5,"1,037E+11",1.0,2.0,2.0,2.0,2.0,0.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,38.0
151,Mestrado/Doutorado,Inteligência Computacional,42101832210-0,"1,036E+11",1.0,1.0,1.0,1.0,2.0,1.0,0.0,3.0,2.0,1.0,1.0,3.0,2.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,31.0
152,Mestrado/Doutorado,Redes e Sistemas Distribuídos,42101818701-5,"1,016E+11",2.0,2.0,2.0,0.0,1.0,0.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,34.0
153,Mestrado/Doutorado,Sistemas de computação,42101834871-5,"1,012E+11",0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,18.0
154,Mestrado/Doutorado,Inteligência Computacional,42101809458-5,"1,029E+11",2.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,2.0,0.0,3.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,3.0,34.0
155,Mestrado/Doutorado,Sistemas Embarcados,42101812220-7,"1,014E+11",0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,26.0
156,Mestrado/Doutorado,Engenharia de Software,42101835470-2,"1,002E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
157,Mestrado/Doutorado,Sistemas de Computação,42101809777-3,"1,009E+11",2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,0.0,1.0,2.0,3.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,3.0,2.0,40.0
158,Mestrado/Doutorado,Sistemas Distribuídos,42101833968-8,"1,016E+11",0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,24.0
159,Mestrado/Doutorado,Sistemas de Computação,42101832115-2,"1,053E+11",0.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,24.0
160,Mestrado/Doutorado,Sistemas de Computação,42101816429-7,"1,053E+11",1.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,1.0,3.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,27.0
161,Mestrado/Doutorado,Computação Aplicada,42101809914-9,"1,04E+11",2.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,29.0
162,Autoavaliação,,42102835405-9,"1,027E+11",3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,0.0,0.0,2.0,3.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,33.0
163,Mestrado/Doutorado,Programação Funcional,42101811263-3,"1,053E+11",1.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,0.0,3.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,37.0
164,Mestrado/Doutorado,Computação Visual e Inteligente,42101810242-0,"1,003E+11",1.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,3.0,2.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,29.0
165,Mestrado/Doutorado,Engenharia de Software e Linguagens de Programação,42101832954-3,"1,055E+11",2.0,3.0,2.0,2.0,1.0,0.0,2.0,3.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,3.0,38.0
166,Mestrado/Doutorado,Engenharia de Software,42101809689-4,"1,007E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
167,Mestrado/Doutorado,Linguagens de Programação e Métodos Formais,42101835436-0,"1,015E+11",1.0,2.0,1.0,0.0,2.0,1.0,1.0,3.0,1.0,0.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,30.0
168,Mestrado/Doutorado,Sistemas de Informação,42101812551-3,"1,055E+11",2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,40.0
169,Mestrado/Doutorado,Engenharia de Software,42101811142-0,"1,021E+11",0.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,3.0,34.0
170,Mestrado/Doutorado,Inteligência Computacional,42101812230-5,"1,039E+11",1.0,1.0,1.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,27.0
171,Mestrado/Doutorado,Inteligência Computacional,42101833720-0,"1,018E+11",2.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,39.0
172,Mestrado/Doutorado,Sistemas de Informação e Computação,42101834573-3,"1,015E+11",0.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,3.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,22.0
173,Mestrado/Doutorado,Computação Aplicada,42101828217-2,"1,052E+11",0.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,35.0
174,Mestrado/Doutorado,Engenharia de Software,42101809550-2,"1,052E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
175,Mestrado/Doutorado,Informática na Educação,42101833450-3,"1,009E+11",2.0,0.0,1.0,0.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,3.0,32.0
176,Mestrado/Doutorado,"Sistemas Distribuídos e Programação Concorrente/Sistemas Embarcados, Evoluídos e Robóticos",42101833987-4,"1,047E+11",2.0,1.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,1.0,1.0,3.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,33.0
177,Mestrado/Doutorado,Aprendizado de Máquina,42101833796-8,"1,051E+11",1.0,1.0,2.0,1.0,2.0,0.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,3.0,38.0
178,Mestrado/Doutorado,Sistemas Embarcadas e Distribuídos,42101828946-8,"1,029E+11",0.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,33.0
179,Mestrado/Doutorado,Mecânica dos Fluidos Computacional/Otimização/Modelos Estocásticos.,42101811120-3,"1,047E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
180,Mestrado/Doutorado,Banco de Dados e Recuperação de Informação,42101834303-1,"1,031E+11",2.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,33.0
181,Mestrado/Doutorado,Inferência em Dados Complexos,42101834065-9,"1,051E+11",2.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,1.0,2.0,1.0,3.0,1.0,0.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,30.0
182,Mestrado/Doutorado,Sistemas de Informação e Processamento Gráfico,42101834903-5,"1,012E+11",1.0,0.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,0.0,0.0,3.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,3.0,32.0
183,Mestrado/Doutorado,Reconhecimento de Padrões,42101820676-0,"1,03E+11",1.0,1.0,2.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,27.0
184,Mestrado/Doutorado,Engenharia de Software,42101811984-0,"1,012E+11",2.0,2.0,1.0,2.0,2.0,0.0,0.0,3.0,2.0,0.0,2.0,3.0,1.0,0.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,34.0
185,Mestrado/Doutorado,Sistemas Embarcados e Robótica,42101811193-0,"1,026E+11",0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,23.0
186,Mestrado/Doutorado,Tecnologia da Informação,42101833420-9,"1,016E+11",1.0,3.0,1.0,1.0,2.0,0.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,0.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,45.0
187,Mestrado/Doutorado,Projeto de Sistemas e Circuitos,42101810750-5,"1,024E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
188,Mestrado/Doutorado,Computação Visual,42101825166-7,"1,048E+11",1.0,0.0,2.0,0.0,2.0,0.0,1.0,3.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,39.0
189,Mestrado/Doutorado,Engenharia de Software,42101818469-2,"1,033E+11",2.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,25.0
190,Mestrado/Doutorado,Sistemas de Informação,42101809951-1,"1,019E+11",3.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,0.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,37.0
191,Mestrado/Doutorado,Aprendizado de Máquina,42101810450-3,"1,041E+11",2.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,0.0,3.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,2.0,33.0
192,Mestrado/Doutorado,Modelagem e Simulação,42101826170-1,"1,036E+11",1.0,0.0,1.0,0.0,2.0,1.0,1.0,3.0,3.0,0.0,3.0,2.0,0.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,36.0
193,Mestrado/Doutorado,Engenharia de Software e Sistemas de Informação/Sistemas Web e Multimídia Interativos,42101833502-0,"1,048E+11",2.0,3.0,1.0,1.0,2.0,0.0,1.0,3.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,3.0,2.0,1.0,3.0,2.0,37.0
194,Mestrado/Doutorado,Engenharia da Informação,42101809483-0,"1,015E+11",0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,23.0
195,Mestrado/Doutorado,Banco de Dados,42101833490-6,"1,019E+11",1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,31.0
196,Mestrado/Doutorado,Teoria da Computação.,42101822728-9,"1,032E+11",2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,28.0
197,Mestrado/Doutorado,Sistemas de Computação,42101823966-2,"1,043E+11",1.0,1.0,1.0,0.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,31.0
198,Mestrado/Doutorado,Sistemas de Computação,42101828678-0,"1,008E+11",1.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,36.0
199,Mestrado/Doutorado,Qualidade de Software,42101833617-5,"1,008E+11",1.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,3.0,0.0,2.0,2.0,3.0,2.0,1.0,1.0,0.0,3.0,2.0,0.0,1.0,2.0,42.0
