,CARGO,ESPECIALIDADE,INSCRICAO,IDENTIFICADOR,NOTA Álgebra Linear,NOTA Análise Combinatória,NOTA Calculo Diferencial e Integral,NOTA Geometria Analítica,NOTA Matemática Discreta,NOTA Probabilidade e Estatística,NOTA Lógica Matemática,NOTA Análise de Algoritmos,NOTA Algoritmos e Estrutura de Dados,NOTA Arquitetura e Organização de Computadores,NOTA Circuitos Digitais,NOTA Linguagens de Programação,"NOTA Linguagens formais, autômatos e Computabilidade",NOTA Organização de Arquivos e Dados,NOTA Sistemas Operacionais,NOTA Técnicas de Programação,NOTA Teoria dos Grafos,NOTA Banco de Dados,NOTA Compiladores,NOTA Computação Gráfica,NOTA Engenharia de Software,NOTA Inteligência Artificial,NOTA Processamento de Imagens,NOTA Redes de Computadores,NOTA Sistemas Distribuídos,NOTA TOTAL TO
99,Mestrado/Doutorado,Inteligência Artificial,51801394822-6,"1,01901E+11",2.0,1.0,0.0,0.0,2.0,2.0,3.0,0.0,3.0,0.0,2.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,27.0
100,Mestrado/Doutorado,Infraestrutura de TI,51801371129-5,"1,00901E+11",1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,2.0,3.0,0.0,1.0,0.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,25.0
101,Mestrado/Doutorado,Melhoria de Processo de Software,51801393914-9,"1,01601E+11",2.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,3.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,25.0
102,Autoavaliação,,51802369171-5,"1,03801E+11",0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,28.0
103,Mestrado/Doutorado,"Visão Computacional, Realidade Virtual e Aumentada",51801354108-7,"1,01001E+11",1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,18.0
104,Mestrado/Doutorado,Sistemas de Informação,51801396934-4,"1,05101E+11",0.0,0.0,0.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,25.0
105,Mestrado/Doutorado,"Arquitetura de Computadores, Compiladores e Design de Hardware",51801368813-7,"1,01101E+11",0.0,0.0,1.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,2.0,0.0,1.0,2.0,2.0,1.0,28.0
106,Mestrado/Doutorado,Computação Aplicada a Biociências,51801397352-3,"1,05101E+11",3.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,36.0
107,Mestrado/Doutorado,"Algoritmos, Grafos e Combinatória",51801354465-8,"1,02501E+11",2.0,0.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,0.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,44.0
108,Mestrado/Doutorado,Inteligência Computacional,51801389730-3,"1,01801E+11",2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,31.0
109,Mestrado/Doutorado,Computação Paralela e Distribuída,51801394632-0,"1,01801E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
110,Mestrado/Doutorado,"Algoritmos, Grafos e Combinatória",51801393368-6,"1,00601E+11",2.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,3.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,24.0
111,Mestrado/Doutorado,Otimização,51801368098-4,"1,05101E+11",0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,20.0
112,Mestrado/Doutorado,Mecânica dos Fluidos Computacional / Otimização / Modelos Estocásticos,51801372148-8,"1,04101E+11",1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,23.0
113,Mestrado/Doutorado,Otimização,51801374336-7,"1,00401E+11",3.0,1.0,2.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,41.0
114,Mestrado/Doutorado,SISTEMAS INTEGRADOS E DISTRIBUÍDOS,51801370072-2,"1,03401E+11",2.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,21.0
115,Mestrado/Doutorado,Sistemas de Informação,51801394812-8,"1,03301E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
116,Mestrado/Doutorado,Engenharia de Software,51801371359-4,"1,03701E+11",2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,24.0
117,Mestrado/Doutorado,Redes e Sistemas Distribuidos,51801396379-3,"1,01601E+11",0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,22.0
118,Mestrado/Doutorado,Projeto de Redes e Segurança de Dados,51801353937-3,"1,04701E+11",3.0,3.0,3.0,3.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,27.0
119,Autoavaliação,,51802365351-8,"1,04701E+11",2.0,0.0,1.0,3.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,33.0
120,Mestrado/Doutorado,Sistemas de Informação,51801356477-9,"1,01601E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
121,Mestrado/Doutorado,Projeto de Redes e Segurança de Dados,51801355852-5,"1,05601E+11",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,20.0
122,Mestrado/Doutorado,Redes de Computadores e Sistemas Embarcados,51801375936-7,"1,00801E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
123,Mestrado/Doutorado,Inteligência Artificial,51801365487-6,"1,01201E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
124,Mestrado/Doutorado,Sistemas e Tecnologias da Computação,51801368155-9,"1,02501E+11",2.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,23.0
125,Mestrado/Doutorado,Computação Gráfica,51801371822-6,"1,04401E+11",1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,3.0,29.0
126,Mestrado/Doutorado,Computação Aplicada,51801397055-1,"1,00501E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
127,Mestrado/Doutorado,Projeto de Redes e Segurança de Dados,51801394726-9,"1,00601E+11",1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,23.0
128,Mestrado/Doutorado,Computação Visual e Inteligente,51801396177-9,"1,02901E+11",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,24.0
129,Mestrado/Doutorado,"Robótica, Visão computacional e Processamento gráfico",51801394605-5,"1,00801E+11",0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,25.0
130,Mestrado/Doutorado,Engenharia de Software,51801394026-8,"1,04101E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
131,Mestrado/Doutorado,Sistemas de Computação,51801375655-1,"1,04601E+11",2.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,24.0
132,Autoavaliação,,51802354457-3,"1,04901E+11",2.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,20.0
133,Mestrado/Doutorado,Banco de Dados e Engenharia de Software,51801394127-5,"1,02601E+11",1.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,3.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,26.0
134,Mestrado/Doutorado,Engenharia de Software e Sistemas de Informação / Sistemas Web e Multimídia Interativos,51801393608-9,"1,01101E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
135,Mestrado/Doutorado,Inteligência Computacional,51801376803-1,"1,01401E+11",0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,14.0
136,Mestrado/Doutorado,Sistemas Computacionais Complexos,51801385004-2,"1,05101E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
137,Mestrado/Doutorado,Multimídia e Processamento Digital de Sinais,51801370508-1,"1,03601E+11",1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,17.0
138,Mestrado/Doutorado,Computação Visual e Inteligência Artificial,51801364447-7,"1,05601E+11",2.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,3.0,29.0
139,Mestrado/Doutorado,Gerenciamento de Dados e Informações,51801395098-1,"1,00801E+11",0.0,1.0,0.0,1.0,3.0,1.0,2.0,1.0,3.0,0.0,0.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,36.0
140,Mestrado/Doutorado,Interação Homem-Computador,51801394931-1,"1,01201E+11",1.0,0.0,2.0,0.0,2.0,2.0,3.0,2.0,3.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,32.0
141,Mestrado/Doutorado,"Algoritmos, Grafos e Combinatória",51801394662-4,"1,01401E+11",2.0,2.0,0.0,0.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,40.0
142,Mestrado/Doutorado,Ciências de Computação,51801395353-0,"1,05101E+11",1.0,2.0,0.0,2.0,1.0,1.0,1.0,3.0,3.0,0.0,1.0,2.0,1.0,1.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,29.0
143,Mestrado/Doutorado,Redes e Sistemas Distribuidos,51801385704-3,"1,01601E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
144,Mestrado/Doutorado,"Arquitetura de Computadores, Compiladores e Design de Hardware",51801370454-5,"1,05101E+11",1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,3.0,3.0,3.0,0.0,0.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,32.0
145,Mestrado/Doutorado,Inteligência Computacional,51801394207-6,"1,01601E+11",0.0,2.0,0.0,1.0,2.0,2.0,2.0,0.0,3.0,0.0,1.0,2.0,0.0,1.0,0.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,24.0
146,Mestrado/Doutorado,Metodologia e Técnicas da Computação \ Engenharia de Software \ Reuso de Software,51801362659-7,"1,05201E+11",2.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,29.0
147,Mestrado/Doutorado,Inteligência Computacional,51801397017-9,"1,03901E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
148,Mestrado/Doutorado,Otimização e Raciocínio Automático,51801355412-3,"1,05001E+11",2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,2.0,44.0
149,Mestrado/Doutorado,Banco de Dados e Web,51801392700-0,"1,00301E+11",2.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,3.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,26.0
150,Mestrado/Doutorado,Ciência Computacional,51801373742-8,"1,01901E+11",3.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0,0.0,2.0,3.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,43.0
151,Mestrado/Doutorado,Sistemas de Software,51801394181-4,"1,05101E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
152,Autoavaliação,,51802394755-7,"1,02301E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
153,Mestrado/Doutorado,"Banco de Dados / Computação Gráfica, Imagens e Visualização",51801366788-4,"1,05001E+11",3.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,3.0,0.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,32.0
154,Mestrado/Doutorado,Engenharia de Software,51801393935-5,"1,01801E+11",1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,20.0
155,Mestrado/Doutorado,"SINAIS, SISTEMAS DIGITAIS E GRÁFICOS",51801354006-0,"1,01001E+11",1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,3.0,3.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,31.0
156,Mestrado/Doutorado,Computação Aplicada a Biociências,51801397135-2,"1,05101E+11",0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,22.0
157,Mestrado/Doutorado,Gestão de Processos de Negócios,51801376283-3,"1,02501E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
158,Mestrado/Doutorado,Aprendizado de Máquina,51801396962-9,"1,05101E+11",2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,32.0
159,Mestrado/Doutorado,Redes e Sistemas Distribuidos,51801378173-0,"1,01601E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
160,Mestrado/Doutorado,Inteligência artificial,51801371195-2,"1,00801E+11",1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,22.0
161,Mestrado/Doutorado,Sistemas Computacionais Complexos,51801366169-4,"1,02001E+11",0.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,3.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,20.0
162,Mestrado/Doutorado,Redes de Computadores,51801391083-8,"1,00701E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
163,Mestrado/Doutorado,Computação Visual,51801354689-9,"1,00701E+11",2.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,27.0
164,Autoavaliação,,51802397412-1,"1,05001E+11",1.0,0.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,0.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,36.0
165,Autoavaliação,,51802393858-8,"1,03201E+11",0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,24.0
166,Mestrado/Doutorado,Sistemas de Computação,51801353957-0,"1,00901E+11",1.0,0.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,0.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,41.0
167,Mestrado/Doutorado,Sistemas e Tecnologias da Computação,51801390654-0,"1,02501E+11",3.0,1.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,3.0,52.0
168,Mestrado/Doutorado,Mecânica dos Fluidos Computacional / Otimização / Modelos Estocásticos,51801392906-4,"1,04101E+11",2.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,32.0
169,Mestrado/Doutorado,Teoria da Computação,51801364469-3,"1,03301E+11",2.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,3.0,0.0,1.0,3.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,25.0
170,Autoavaliação,,51802397189-7,"1,05101E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
171,Mestrado/Doutorado,Computação Aplicada \ Sistemas de Informação,51801354686-9,"1,04701E+11",2.0,1.0,0.0,3.0,2.0,0.0,1.0,2.0,2.0,0.0,2.0,3.0,1.0,0.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,32.0
172,Mestrado/Doutorado,Aprendizagem de Máquina e Sistemas Inteligentes,51801397288-0,"1,01601E+11",2.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,25.0
173,Mestrado/Doutorado,Sistemas Inteligentes,51801395039-2,"1,03601E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
174,Mestrado/Doutorado,Sistemas Inteligentes e Lógica,51801396441-6,"1,05101E+11",1.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,2.0,29.0
175,Mestrado/Doutorado,Engenharia de Software e Sistemas de Informação / Sistemas Web e Multimídia Interativos,51801393105-2,"1,04701E+11",1.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,3.0,0.0,3.0,3.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,25.0
176,Mestrado/Doutorado,Sistemas de Software,51801393009-5,"1,05101E+11",1.0,1.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,39.0
177,Mestrado/Doutorado,Inteligência Computacional,51801381553-4,"1,03501E+11",3.0,0.0,1.0,1.0,3.0,0.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,32.0
178,Mestrado/Doutorado,Banco de Dados,51801380766-0,"1,04401E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
179,Mestrado/Doutorado,Sistemas Computacionais Complexos,51801385373-1,"1,05101E+11",1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,3.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,21.0
180,Mestrado/Doutorado,Métricas de Software e Gerência de Projetos,51801384716-5,"1,01601E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
181,Mestrado/Doutorado,Metodologia e Tecnicas de Computação,51801394240-9,"1,02501E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
182,Mestrado/Doutorado,Metodologia e Técnicas da Computação \ Engenharia de Software,51801384022-2,"1,00601E+11",1.0,1.0,3.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,28.0
183,Mestrado/Doutorado,Inteligência Computacional,51801354076-7,"1,01801E+11",0.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,3.0,0.0,1.0,3.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,26.0
184,Mestrado/Doutorado,Engenharia de Software,51801391255-8,"1,00701E+11",3.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,42.0
185,Mestrado/Doutorado,Sistemas Computacionais Complexos,51801354899-1,"1,05101E+11",0.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,29.0
186,Mestrado/Doutorado,Ciência dos Dados,51801397427-6,"1,02001E+11",2.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,37.0
187,Mestrado/Doutorado,Computação Gráfica,51801395256-3,"1,05601E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
188,Mestrado/Doutorado,"Sistemas Distribuídos e Programação Concorrente / Sistemas Embarcados, Evoluídos e Robóticos",51801394235-0,"1,05101E+11",2.0,2.0,3.0,3.0,2.0,0.0,3.0,2.0,3.0,1.0,1.0,3.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,39.0
189,Mestrado/Doutorado,Sistemas de Computação,51801393151-3,"1,04801E+11",0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,16.0
190,Mestrado/Doutorado,Inteligência Computacional,51801393156-3,"1,01801E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
191,Mestrado/Doutorado,Inteligência Computacional,51801394530-2,"1,01201E+11",1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,23.0
192,Mestrado/Doutorado,Aprendizado de Maquina e Interação,51801393817-1,"1,02001E+11",0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,23.0
193,Mestrado/Doutorado,Sistemas Computacionais,51801374848-1,"1,01901E+11",3.0,0.0,0.0,3.0,2.0,0.0,3.0,2.0,3.0,1.0,1.0,3.0,1.0,0.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,3.0,3.0,39.0
194,Mestrado/Doutorado,Sistemas de Software,51801395060-7,"1,04701E+11",2.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,22.0
195,Mestrado/Doutorado,Interação Humano-Computador,51801354400-9,"1,02301E+11",0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,16.0
196,Mestrado/Doutorado,"Lógica, Inteligência Artificial e Métodos Formais",51801390182-9,"1,01201E+11",0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,21.0
197,Mestrado/Doutorado,ENGENHARIA DE SOFTWARE,51801394686-0,"1,00401E+11",1.0,2.0,1.0,3.0,2.0,0.0,2.0,3.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,3.0,34.0
198,Mestrado/Doutorado,Inteligência do Negócio,51801394855-0,"1,00401E+11",3.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,32.0
199,Autoavaliação,,51802355367-0,"1,05101E+11",1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,17.0
200,Mestrado/Doutorado,Inteligência Artificial,51801393618-7,"1,02501E+11",0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,3.0,1.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,27.0
201,Mestrado/Doutorado,Inteligência Computacional,51801393663-8,"1,01801E+11",0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,3.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,18.0
