,CARGO,ESPECIALIDADE,INSCRICAO,IDENTIFICADOR,NOTA Matemática Discreta,NOTA Cálculo Diferencial Integral,NOTA Álgebra Linear,NOTA Geometria Analítica,NOTA Análise Combinatória,NOTA Probabilidade e Estatística,NOTA Lógica Matemática,NOTA Organização de Arquivos e Dados,NOTA Técnicas de Programação,NOTA Circuitos Digitais,NOTA Análise de Algoritmos,NOTA Teoria dos Grafos,"NOTA Linguagens Formais, Autômatos e Computabilidade",NOTA Algoritmos e Estruturas de Dados,NOTA Linguagens de Programação,NOTA Sistemas Operacionais,NOTA Arquitetura e Organização de Computadores,NOTA Rede de Computadores,NOTA Computação Gráfica,NOTA Inteligência Artificial,NOTA Engenharia de Software,NOTA Sistemas Distribuídos,NOTA Compiladores,NOTA Processamento de Imagens,NOTA Banco de Dados,NOTA TOTAL TO
101,Mestrado/Doutorado,SISTEMAS DISTRIBUÍDOS E REDES DE COMPUTADORES,39401678753-5,"1,00E+11",1.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,26.0
102,Mestrado/Doutorado,"Computação Gráfica, Imagens e Visualização",39401684620-3,"1,01E+11",2.0,2.0,2.0,3.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,33.0
103,Mestrado/Doutorado,Sistemas Inteligentes,39401683850-6,"1,05E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
104,Mestrado/Doutorado,Desenvolvimento de Jogos Digitais,39401647737-6,"1,01E+11",1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,21.0
105,Mestrado/Doutorado,INTELIGÊNCIA ARTIFICIAL,39401657015-4,"1,05E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
106,Mestrado/Doutorado,Reconhecimento de Padrões,39401682501-7,"1,01E+11",2.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,27.0
107,Autoavaliação,,39402685185-6,"1,02E+11",2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,47.0
108,Mestrado/Doutorado,BANCOS DE DADOS,39401658905-8,"1,02E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
109,Mestrado/Doutorado,Informática na Educação,39401670286-2,"1,01E+11",2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0
110,Mestrado/Doutorado,Sistemas Computacionais para Bioinformática,39401668410-5,"1,01E+11",0.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,24.0
111,Mestrado/Doutorado,Verificação e Teste de Software,39401664910-6,"1,03E+11",0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,25.0
112,Mestrado/Doutorado,Redes de Computadores e Sistemas Distribuídos,39401635988-3,"1,03E+11",1.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,23.0
113,Mestrado/Doutorado,Processamento de Linguagem Natural,39401660060-6,"1,05E+11",0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,0.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,31.0
114,Mestrado/Doutorado,Segurança de Dados e Criptografia,39401666918-9,"1,04E+11",2.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,22.0
115,Autoavaliação,,39402645132-3,"1,03E+11",1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,33.0
116,Mestrado/Doutorado,SISTEMAS DE COMPUTAÇÃO,39401666016-3,"1,01E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
117,Mestrado/Doutorado,Redes de Computadores e Sistemas Distribuídos,39401636313-9,"1,03E+11",2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,29.0
118,Mestrado/Doutorado,Processamento de Línguas Naturais,39401660234-6,"1,00E+11",1.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,26.0
119,Mestrado/Doutorado,Segurança,39401641185-5,"1,03E+11",0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0
120,Mestrado/Doutorado,Desenvolvimento de sistemas Web,39401650123-5,"1,02E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
121,Mestrado/Doutorado,Bioinformática,39401669832-7,"1,03E+11",0.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,2.0,0.0,1.0,0.0,3.0,1.0,2.0,0.0,39.0
122,Mestrado/Doutorado,Representação de Conhecimento e Raciocínio,39401674709-9,"1,04E+11",0.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,2.0,0.0,24.0
123,Mestrado/Doutorado,Agentes de Software,39401651081-3,"1,02E+11",1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,22.0
124,Autoavaliação,,39402668944-0,"1,02E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
125,Mestrado/Doutorado,Sistemas Digitais e Embarcados,39401639875-3,"1,03E+11",0.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,35.0
126,Mestrado/Doutorado,Análise e Modelagem de Desempenho em Sistemas de Computação,39401651774-6,"1,05E+11",0.0,0.0,0.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,0.0,3.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,32.0
127,Mestrado/Doutorado,Aprendizado de Máquina,39401659759-0,"1,05E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
128,Mestrado/Doutorado,Banco de Dados,39401685158-8,"1,02E+11",1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,36.0
129,Mestrado/Doutorado,Sistemas Inteligentes,39401669827-9,"1,01E+11",2.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,24.0
130,Mestrado/Doutorado,Banco de Dados,39401683416-4,"1,00E+11",1.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,33.0
131,Mestrado/Doutorado,Processamento Gráfico,39401640340-0,"1,05E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
132,Mestrado/Doutorado,Engenharia de Software e Banco de Dados,39401642829-3,"1,04E+11",1.0,1.0,3.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,29.0
133,Mestrado/Doutorado,Redes e Sistemas Distribuídos,39401655004-3,"1,01E+11",1.0,1.0,3.0,1.0,2.0,2.0,1.0,0.0,3.0,1.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,0.0,1.0,0.0,31.0
134,Mestrado/Doutorado,Análise de Padrões,39401642690-6,"1,05E+11",1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,33.0
135,Mestrado/Doutorado,Sistemas de Informação para a Web,39401635607-6,"1,01E+11",1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,33.0
136,Mestrado/Doutorado,Sistemas de Informação e Computação,39401670356-5,"1,02E+11",1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,1.0,3.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,32.0
137,Autoavaliação,,39402684349-1,"1,02E+11",1.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,48.0
138,Mestrado/Doutorado,Processamento Paralelo e Distribuído,39401665774-7,"1,05E+11",2.0,2.0,1.0,0.0,0.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,3.0,1.0,2.0,0.0,39.0
139,Mestrado/Doutorado,Interação Humano-computador,39401639887-1,"1,05E+11",1.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,36.0
140,Mestrado/Doutorado,Inteligência Artificial,39401640820-0,"1,05E+11",0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,26.0
141,Mestrado/Doutorado,Processamento Paralelo e Distribuído,39401635888-6,"1,02E+11",1.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0,2.0,2.0,3.0,1.0,1.0,1.0,35.0
142,Mestrado/Doutorado,Computação Aplicada a Biociências,39401664389-0,"1,05E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
143,Mestrado/Doutorado,"Computação Gráfica, Processamento de Imagens, Realidade Virtual e Interação Humano Computador",39401640847-7,"1,04E+11",1.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,40.0
144,Mestrado/Doutorado,Engenharia de software,39401642571-2,"1,04E+11",1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,24.0
145,Mestrado/Doutorado,Representação do Conhecimento,39401670632-0,"1,05E+11",2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,32.0
146,Mestrado/Doutorado,Sistemas de Informação,39401681143-4,"1,02E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
147,Mestrado/Doutorado,Pesquisa Operacional,39401653073-8,"1,04E+11",0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0,3.0,1.0,1.0,0.0,27.0
148,Mestrado/Doutorado,INTELIGÊNCIA COMPUTACIONAL,39401647440-2,"1,02E+11",1.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,26.0
149,Mestrado/Doutorado,COMPUTAÇÃO PARALELA E DISTRIBUÍDA,39401674472-4,"1,02E+11",2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,2.0,41.0
150,Mestrado/Doutorado,Otimização,39401685114-5,"1,05E+11",0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,28.0
151,Mestrado/Doutorado,Computação Teórica,39401664564-8,"1,05E+11",2.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,3.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,1.0,1.0,31.0
152,Mestrado/Doutorado,Modelagem Computacional,39401651304-0,"1,05E+11",2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,26.0
153,Mestrado/Doutorado,Projeto Integrado de Hardware e Software,39401667025-8,"1,05E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
154,Autoavaliação,,39402683555-8,"1,05E+11",1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,33.0
155,Mestrado/Doutorado,Tecnologias Computacionais Para Agricultura e Pecuária,39401639450-8,"1,01E+11",1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,23.0
156,Mestrado/Doutorado,Reconhecimento de Padrões,39401671181-1,"1,04E+11",1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,0.0,2.0,3.0,3.0,1.0,0.0,0.0,33.0
157,Mestrado/Doutorado,Computação de Alto Desempenho,39401670125-6,"1,05E+11",1.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,30.0
158,Mestrado/Doutorado,Sistemas de Informação,39401666273-7,"1,02E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
159,Mestrado/Doutorado,Sistemas Paralelos e Distribuídos,39401669973-7,"1,01E+11",1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,18.0
160,Mestrado/Doutorado,,39402658748-0,"1,04E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
161,Mestrado/Doutorado,Inteligência Artificial,39401683500-3,"1,01E+11",1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,29.0
162,Mestrado/Doutorado,SISTEMAS DE COMPUTAÇÃO,39401640564-1,"1,04E+11",0.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,3.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,24.0
163,Mestrado/Doutorado,Engenharia de Software,39401669093-8,"1,04E+11",0.0,2.0,2.0,1.0,3.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,26.0
164,Mestrado/Doutorado,Computação Visual e Inteligente,39401643481-0,"1,03E+11",1.0,1.0,3.0,1.0,0.0,0.0,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,25.0
165,Mestrado/Doutorado,TEORIA DA COMPUTAÇÃO,39401654396-2,"1,04E+11",3.0,1.0,3.0,3.0,1.0,2.0,2.0,0.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,1.0,0.0,2.0,3.0,3.0,0.0,1.0,0.0,47.0
166,Mestrado/Doutorado,Sistemas Computacionais Embarcados,39401651806-6,"1,02E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
167,Mestrado/Doutorado,SEGURANÇA EM SISTEMAS COMPUTACIONAIS,39401683283-7,"1,02E+11",0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,20.0
168,Mestrado/Doutorado,Gestão de Riscos,39401663240-3,"1,05E+11",2.0,1.0,3.0,0.0,2.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,0.0,3.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,33.0
169,Mestrado/Doutorado,Software Livre,39401638844-2,"1,01E+11",0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,20.0
170,Mestrado/Doutorado,Computação Forense,39401666603-9,"1,04E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
171,Mestrado/Doutorado,Redes e Sistemas Distribuídos,39401636875-4,"1,02E+11",1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,22.0
172,Mestrado/Doutorado,Engenharia de Software,39401657200-0,"1,02E+11",0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,3.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,22.0
173,Mestrado/Doutorado,Modelagem e Métodos Computacionais,39401639985-9,"1,05E+11",1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,0.0,1.0,39.0
174,Mestrado/Doutorado,Computação Aplicada a Biociências,39401643792-0,"1,01E+11",1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,29.0
175,Mestrado/Doutorado,Segurança em redes,39401670997-1,"1,01E+11",0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,19.0
176,Mestrado/Doutorado,Inteligência Artificial,39401670567-8,"1,02E+11",0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,28.0
177,Mestrado/Doutorado,Sistemas Web e Multimídia Interativos,39401684908-9,"1,01E+11",0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,1.0,0.0,24.0
178,Mestrado/Doutorado,Redes e Sistemas Distribuídos,39401670977-5,"1,03E+11",2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,39.0
179,Mestrado/Doutorado,SEGURANÇA EM SISTEMAS COMPUTACIONAIS,39401672076-2,"1,04E+11",1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,22.0
180,Mestrado/Doutorado,Computação em Nuvem,39401675159-2,"1,01E+11",2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,22.0
181,Mestrado/Doutorado,Projeto de Sistemas e Circuitos,39401678577-7,"1,03E+11",2.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,28.0
182,Autoavaliação,,39402652854-7,"1,04E+11",1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,27.0
183,Mestrado/Doutorado,Computação Visual e Sistemas Inteligentes,39401670832-5,"1,03E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
184,Mestrado/Doutorado,Algoritmos Experimentais,39401640811-2,"1,01E+11",1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,27.0
185,Mestrado/Doutorado,Sistemas de Computação,39401651474-4,"1,03E+11",2.0,2.0,2.0,0.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,44.0
186,Mestrado/Doutorado,ENGENHARIA DE SOFTWARE E LINGUAGENS DE PROGRAMAÇÃO,39401659440-0,"1,01E+11",2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,27.0
187,Mestrado/Doutorado,Sistemas de Informação,39401679239-9,"1,01E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
188,Mestrado/Doutorado,Desenvolvimento de Jogos Digitais,39401636073-6,"1,00E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
189,Autoavaliação,,39402672041-1,"1,01E+11",0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,27.0
190,Mestrado/Doutorado,Modelagem Computacional,39401657059-7,"1,05E+11",0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,28.0
191,Mestrado/Doutorado,Redes e Sistemas Distribuídos,39401635855-1,"1,02E+11",0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,21.0
192,Mestrado/Doutorado,Segurança,39401642632-7,"1,01E+11",0.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,21.0
193,Mestrado/Doutorado,COMPUTAÇÃO APLICADA,39401672900-0,"1,05E+11",2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,26.0
194,Autoavaliação,,39402671556-0,"1,05E+11",1.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,34.0
195,Mestrado/Doutorado,Modelagem Computacional do Sistema Solo-Planta-Animal,39401672740-9,"1,03E+11",0.0,2.0,3.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,31.0
196,Mestrado/Doutorado,Robótica,39401643911-9,"1,02E+11",1.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,27.0
197,Mestrado/Doutorado,Modelagem e Métodos Computacionais,39401677548-6,"1,05E+11",1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,28.0
198,Mestrado/Doutorado,SISTEMAS DE INFORMAÇÃO,39401641059-3,"1,01E+11",1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,25.0
199,Autoavaliação,,39402639705-2,"1,02E+11",1.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,41.0
200,Mestrado/Doutorado,ENGENHARIA DE SOFTWARE,39401668779-6,"1,00E+11",1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,28.0
201,Mestrado/Doutorado,Sistemas de Informação,39401664922-4,"1,04E+11",0.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,29.0
202,Mestrado/Doutorado,Computação Visual e Sistemas Inteligentes,39401636094-2,"1,05E+11",1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,29.0
