INSCRICAO,SEXO,ESTADO,REGIAO,ESPECIALIDADE,PRESENTE DIA1,CARGO,Matemática Discreta,Cálculo Diferencial e Integral,Álgebra Linear,Geometria Analítica,Análise Combinatória,Probabilidade e Estatística,Lógica Matemática,Organização de Arquivos e Dados,Técnicas de Programação,Circuitos Digitais,Análise de Algoritmos,Teoria dos Grafos,"Linguagens Formais, Autômatos e Computabilidade",Algoritmos e Estruturas de Dados,Linguagens de Programação,Sistemas Operacionais,Arquitetura e Organização de Computadores,Redes de Computadores,Computação Gráfica,Inteligência Artificial,Engenharia de Software,Sistemas Distribuídos,Compiladores,Processamento de Imagens,Banco de Dados,ANO,IDADE
39401649318-3,M,RJ,sudeste,inteligência artificial,S,Mestrado/Doutorado,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2016,24
39401657383-3,M,MG,sudeste,redes de computadores,S,Mestrado/Doutorado,0.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,2016,34
39401676979-3,M,SC,sul,redes de computadores,S,Mestrado/Doutorado,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,2016,38
39401661924-5,M,DF,centro_oeste,engenharia de software,S,Mestrado/Doutorado,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,1.0,2016,25
39401643403-4,F,SP,sudeste,sistemas embarcados,S,Mestrado/Doutorado,0.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0,0.0,2.0,2016,23
39401661788-0,F,CE,nordeste,sistemas de informação,S,Mestrado/Doutorado,3.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,2016,21
39401670582-4,F,MG,sudeste,ciência computacional,S,Mestrado/Doutorado,3.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,1.0,0.0,0.0,2016,22
39401668416-5,F,SC,sul,engenharia de software,S,Mestrado/Doutorado,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,2016,24
39401664045-5,F,RS,sul,inteligência artificial,S,Mestrado/Doutorado,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2016,25
39401654446-9,F,PB,nordeste,sistemas de computação,S,Mestrado/Doutorado,3.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,2016,21
39401636286-9,F,SP,sudeste,engenharia de software,S,Mestrado/Doutorado,1.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,3.0,0.0,1.0,2.0,2016,45
39401640932-6,F,MG,sudeste,engenharia de software,S,Mestrado/Doutorado,1.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,3.0,2.0,1.0,3.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2016,22
39401666358-8,F,MG,sudeste,redes de computadores,S,Mestrado/Doutorado,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,2016,23
39401641478-9,F,CE,nordeste,ciência computacional,S,Mestrado/Doutorado,1.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,2016,24
39401679337-6,F,RS,sul,engenharia de software,S,Mestrado/Doutorado,0.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,2016,24
39401684371-2,F,ES,sudeste,sistemas de informação,S,Mestrado/Doutorado,0.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,2016,46
39401674606-1,F,SP,sudeste,sistemas distribuídos,S,Mestrado/Doutorado,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2016,34
39401640223-7,M,SC,sul,sistemas embarcados,S,Mestrado/Doutorado,0.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,2016,21
39401663709-7,M,RJ,sudeste,inteligência artificial,S,Mestrado/Doutorado,0.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,2016,23
39401656748-3,M,MT,centro_oeste,engenharia de software,S,Mestrado/Doutorado,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2016,22
39401682797-5,M,PB,nordeste,sistemas de computação,S,Mestrado/Doutorado,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,3.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,2016,22
39401635381-0,M,RJ,sudeste,inteligência artificial,S,Mestrado/Doutorado,0.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,2016,36
39401652964-9,M,RJ,sudeste,engenharia de software,S,Mestrado/Doutorado,1.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,3.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,2016,23
39401640410-3,M,PB,nordeste,sistemas de computação,S,Mestrado/Doutorado,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,0.0,2016,22
39401681953-0,M,CE,nordeste,ciência computacional,S,Mestrado/Doutorado,2.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2016,22
39401682840-1,M,SP,sudeste,inteligência artificial,S,Mestrado/Doutorado,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2016,29
39401658275-4,M,MG,sudeste,engenharia de software,S,Mestrado/Doutorado,0.0,2.0,3.0,0.0,1.0,1.0,2.0,1.0,3.0,2.0,0.0,1.0,3.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,1.0,2.0,2016,28
39401640063-5,M,MS,centro_oeste,sistemas de informação,S,Mestrado/Doutorado,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2016,27
39401641077-0,M,MT,centro_oeste,banco de dados,S,Mestrado/Doutorado,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2016,28
39401656875-5,M,PR,sul,inteligência artificial,S,Mestrado/Doutorado,3.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2016,37
39401672265-9,M,MA,nordeste,arquitetura de computadores,S,Mestrado/Doutorado,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2016,21
39401685182-2,M,RS,sul,arquitetura de computadores,S,Mestrado/Doutorado,1.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,0.0,1.0,2016,26
39401636198-0,M,PA,norte,redes de computadores,S,Mestrado/Doutorado,0.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,2016,22
39401674768-8,M,SC,sul,engenharia de software,S,Mestrado/Doutorado,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,2016,30
39401640889-0,M,CE,nordeste,ciência computacional,S,Mestrado/Doutorado,1.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2016,25
39401684088-9,M,SP,sudeste,aprendizado de máquina,S,Mestrado/Doutorado,2.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,2016,21
39401636788-5,M,MA,nordeste,sistemas de computação,S,Mestrado/Doutorado,0.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2016,23
39401683643-3,M,PB,nordeste,sistemas de computação,S,Mestrado/Doutorado,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,0.0,0.0,1.0,2016,26
39401667543-0,M,PR,sul,engenharia de software,S,Mestrado/Doutorado,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2016,26
39401636532-0,M,PB,nordeste,sistemas de computação,S,Mestrado/Doutorado,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,2016,24
39401656554-7,M,SP,sudeste,engenharia de software,S,Mestrado/Doutorado,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,2016,24
39401649961-8,M,PR,sul,tecnologia da informação,S,Mestrado/Doutorado,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,2016,34
39401657481-0,M,PA,norte,redes de computadores,S,Mestrado/Doutorado,2.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,0.0,2.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,2016,27
39401660765-7,M,PR,sul,sistemas de informação,S,Mestrado/Doutorado,1.0,1.0,2.0,0.0,3.0,2.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,2016,26
39401682584-2,M,PR,sul,inteligência artificial,S,Mestrado/Doutorado,0.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,3.0,2.0,2.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,2016,35
39401641461-0,M,MG,sudeste,banco de dados,S,Mestrado/Doutorado,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,2016,24
39401657104-3,M,PR,sul,redes e sistemas distribuídos,S,Mestrado/Doutorado,1.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2016,35
39401641477-9,M,SP,sudeste,inteligência artificial,S,Mestrado/Doutorado,0.0,2.0,3.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,0.0,3.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2016,30
39401670834-5,M,SC,sul,inteligência artificial,S,Mestrado/Doutorado,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,2016,24
39401676483-5,M,PR,sul,engenharia de software,S,Mestrado/Doutorado,2.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0,2.0,3.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,3.0,2.0,0.0,1.0,2016,27
39401641951-9,M,SP,sudeste,ciência de dados,S,Mestrado/Doutorado,1.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,3.0,0.0,2.0,2.0,2016,24
39401636982-0,M,SP,sudeste,sistemas de computação,S,Mestrado/Doutorado,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,1.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,2016,39
39401640445-8,M,ES,sudeste,sistemas de informação,S,Mestrado/Doutorado,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,2016,22
39401683934-7,M,RS,sul,engenharia de software,S,Mestrado/Doutorado,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,3.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,2016,29
39401647734-6,M,MS,centro_oeste,sistemas de computação,S,Mestrado/Doutorado,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,2016,23
39401640109-3,M,SP,sudeste,inteligência artificial,S,Mestrado/Doutorado,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,1.0,1.0,0.0,2016,26
39401666434-9,F,RN,nordeste,ciência de dados,S,Mestrado/Doutorado,1.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,2016,27
39401640339-2,F,CE,nordeste,sistemas de informação,S,Mestrado/Doutorado,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,2016,43
39401640893-8,F,PA,norte,sistemas inteligentes,S,Mestrado/Doutorado,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,2016,36
39401640001-6,M,RS,sul,redes de computadores,S,Mestrado/Doutorado,2.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,2016,24
39401635780-9,M,MG,sudeste,inteligência artificial,S,Mestrado/Doutorado,0.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,2016,31
39401648993-6,M,MG,sudeste,inteligência artificial,S,Mestrado/Doutorado,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,0.0,3.0,0.0,1.0,1.0,2016,23
39401656394-5,M,PB,nordeste,sistemas de computação,S,Mestrado/Doutorado,0.0,1.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,2016,34
39401684105-0,F,SC,sul,sistemas de informação,S,Mestrado/Doutorado,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,2016,21
39401656777-8,F,PI,nordeste,sistemas de computação,S,Mestrado/Doutorado,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,2016,23
39401641611-4,M,MG,sudeste,otimização e inteligência artificial,S,Mestrado/Doutorado,1.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,2016,29
39401670221-3,M,CE,nordeste,ciência computacional,S,Mestrado/Doutorado,2.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,2016,22
39401652462-2,F,MA,nordeste,tecnologia da informação,S,Mestrado/Doutorado,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,2016,30
39401648879-2,M,PA,norte,sistemas inteligentes,S,Mestrado/Doutorado,2.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,1.0,1.0,0.0,2016,31
39401666734-0,M,PI,nordeste,computação aplicada,S,Mestrado/Doutorado,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2016,28
39401636165-5,M,CE,nordeste,ciência computacional,S,Mestrado/Doutorado,2.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2016,22
39401640890-8,M,MT,centro_oeste,sistemas distribuídos,S,Mestrado/Doutorado,0.0,1.0,3.0,1.0,3.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,2016,23
39401639175-2,M,MA,nordeste,sistemas de computação,S,Mestrado/Doutorado,1.0,1.0,1.0,3.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,2016,24
39401645933-8,M,PR,sul,engenharia de software,S,Mestrado/Doutorado,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,3.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2016,21
39401643487-0,M,MG,sudeste,ciência computacional,S,Mestrado/Doutorado,1.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,1.0,3.0,2.0,1.0,0.0,1.0,2016,25
39401639245-5,M,RN,nordeste,otimização e inteligência artificial,S,Mestrado/Doutorado,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,2016,25
39401636514-3,M,ES,sudeste,inteligência artificial,S,Mestrado/Doutorado,0.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,3.0,1.0,1.0,2.0,2.0,0.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,2.0,2016,22
39401676970-3,M,PI,nordeste,computação aplicada,S,Mestrado/Doutorado,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,2016,31
39401640188-9,M,PB,nordeste,sistemas de computação,S,Mestrado/Doutorado,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2016,27
39401665105-6,M,BA,nordeste,computação aplicada,S,Mestrado/Doutorado,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,2016,25
39401671563-4,M,PB,nordeste,sistemas de computação,S,Mestrado/Doutorado,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,2.0,2016,48
39401642536-0,M,MS,centro_oeste,sistemas de computação,S,Mestrado/Doutorado,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2016,36
39401656238-9,M,PR,sul,redes de computadores,S,Mestrado/Doutorado,1.0,2.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,2016,27
39401644505-8,M,MS,centro_oeste,sistemas de computação,S,Mestrado/Doutorado,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2016,23
39401635625-2,M,SC,sul,banco de dados,S,Mestrado/Doutorado,1.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,2016,23
39401664130-4,M,PA,norte,engenharia de software,S,Mestrado/Doutorado,0.0,1.0,3.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2016,24
39401683692-4,M,PA,norte,redes de computadores,S,Mestrado/Doutorado,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,1.0,2.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,2016,28
39401684205-8,M,MG,sudeste,aprendizado de máquina,S,Mestrado/Doutorado,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,2016,21
39401658280-2,M,SP,sudeste,engenharia de software,S,Mestrado/Doutorado,2.0,2.0,1.0,0.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,2016,25
39401668346-2,M,PR,sul,inteligência artificial,S,Mestrado/Doutorado,0.0,1.0,2.0,0.0,2.0,0.0,2.0,2.0,3.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,2016,25
39401675687-3,M,MG,sudeste,engenharia de software,S,Mestrado/Doutorado,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2016,26
39401659360-0,M,ES,sudeste,sistemas de informação,S,Mestrado/Doutorado,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2016,25
39401650622-1,M,PB,nordeste,sistemas de computação,S,Mestrado/Doutorado,1.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,3.0,2.0,0.0,3.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,2016,24
39401652303-6,M,PR,sul,engenharia de software,S,Mestrado/Doutorado,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2016,37
39401636518-3,M,PI,nordeste,sistemas embarcados,S,Mestrado/Doutorado,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2016,22
