SEXO,ESTADO,ESPECIALIDADE,Matemática Discreta,Cálculo Diferencial e Integral,Álgebra Linear,Geometria Analítica,Análise Combinatória,Probabilidade e Estatística,Lógica Matemática,Organização de Arquivos e Dados,Técnicas de Programação,Circuitos Digitais,Análise de Algoritmos,Teoria dos Grafos,"Linguagens Formais, Autômatos e Computabilidade",Algoritmos e Estruturas de Dados,Linguagens de Programação,Sistemas Operacionais,Arquitetura e Organização de Computadores,Redes de Computadores,Computação Gráfica,Inteligência Artificial,Engenharia de Software,Sistemas Distribuídos,Compiladores,Processamento de Imagens,Banco de Dados,IDADE,matematica,fund_computacao,tec_computacao,total,linhas_pesquisas,area_concentration,REGIAO
M,PB,sistemas de computação,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,30,10.0,18.0,5.0,33.0,linhas concentradas,informatica,nordeste
M,PR,redes de computadores,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,1.0,3.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,3.0,1.0,0.0,0.0,40,9.0,15.0,8.0,32.0,redes de computadores,computacao,sul
M,MA,aplicações computacionais,2.0,2.0,1.0,0.0,0.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,3.0,1.0,2.0,0.0,21,9.0,20.0,10.0,39.0,linhas concentradas,informatica,nordeste
M,SP,sistemas embarcados,1.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,25,13.0,15.0,8.0,36.0,redes de computadores,computacao,sudeste
M,MG,engenharia de software,0.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,25,4.0,16.0,6.0,26.0,engenharia de software,informatica,sudeste
M,SC,inteligência artificial,1.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0,2.0,2.0,3.0,1.0,1.0,1.0,24,8.0,16.0,11.0,35.0,inteligência artificial,computacao,sul
M,RS,redes de computadores,1.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,23,11.0,19.0,10.0,40.0,redes de computadores,computacao,sul
M,SP,aplicações computacionais,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,41,5.0,12.0,7.0,24.0,linhas concentradas,informatica,sudeste
M,PI,sistemas de computação,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,22,6.0,18.0,8.0,32.0,linhas concentradas,informatica,nordeste
M,RS,engenharia de software,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0,3.0,1.0,1.0,0.0,42,5.0,12.0,10.0,27.0,engenharia de software,informatica,sul
M,GO,engenharia de software,1.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,23,7.0,11.0,8.0,26.0,engenharia de software,informatica,centro_oeste
M,PR,sistemas embarcados,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,2.0,28,10.0,22.0,9.0,41.0,redes de computadores,computacao,sul
M,SP,aplicações computacionais,0.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,1.0,24,7.0,14.0,7.0,28.0,linhas concentradas,informatica,sudeste
M,PI,aplicações computacionais,2.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,3.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,1.0,1.0,21,8.0,15.0,8.0,31.0,linhas concentradas,informatica,nordeste
M,MA,aplicações computacionais,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,44,7.0,13.0,6.0,26.0,linhas concentradas,informatica,nordeste
M,MS,aplicações computacionais,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,22,6.0,12.0,5.0,23.0,linhas concentradas,informatica,centro_oeste
M,SP,engenharia de software,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,0.0,2.0,3.0,3.0,1.0,0.0,0.0,25,7.0,16.0,10.0,33.0,engenharia de software,informatica,sudeste
M,ES,sistemas de informação,1.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,45,11.0,12.0,7.0,30.0,redes de computadores,computacao,sudeste
M,SP,sistemas de computação,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,30,5.0,9.0,4.0,18.0,linhas concentradas,informatica,sudeste
M,SP,inteligência artificial,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,25,9.0,11.0,9.0,29.0,inteligência artificial,computacao,sudeste
M,RJ,inteligência artificial,0.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,3.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,38,9.0,12.0,3.0,24.0,inteligência artificial,computacao,sudeste
M,RS,engenharia de software,0.0,2.0,2.0,1.0,3.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,21,10.0,11.0,5.0,26.0,engenharia de software,informatica,sul
M,AL,sistemas de computação,1.0,1.0,3.0,1.0,0.0,0.0,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,29,8.0,13.0,4.0,25.0,linhas concentradas,informatica,nordeste
M,CE,aplicações computacionais,3.0,1.0,3.0,3.0,1.0,2.0,2.0,0.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,1.0,0.0,2.0,3.0,3.0,0.0,1.0,0.0,21,15.0,22.0,10.0,47.0,linhas concentradas,informatica,nordeste
M,SC,engenharia de software,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,27,3.0,13.0,4.0,20.0,engenharia de software,informatica,sul
M,SP,aplicações computacionais,2.0,1.0,3.0,0.0,2.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,0.0,3.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,25,11.0,15.0,7.0,33.0,linhas concentradas,informatica,sudeste
M,MS,aplicações computacionais,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,27,4.0,6.0,10.0,20.0,linhas concentradas,informatica,centro_oeste
F,PR,inteligência artificial,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,25,6.0,10.0,6.0,22.0,inteligência artificial,computacao,sul
F,GO,metodologias e técnicas de computação,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,3.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,33,4.0,12.0,6.0,22.0,redes de computadores,computacao,centro_oeste
F,SP,inteligência artificial,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,1.0,0.0,1.0,32,11.0,18.0,10.0,39.0,inteligência artificial,computacao,sudeste
F,MS,aprendizado de máquina,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,27,9.0,13.0,7.0,29.0,inteligência artificial,computacao,centro_oeste
F,MS,sistemas de informação,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,30,6.0,8.0,5.0,19.0,redes de computadores,computacao,centro_oeste
M,GO,engenharia de software,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,38,4.0,16.0,8.0,28.0,engenharia de software,informatica,centro_oeste
M,PA,engenharia de software,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,1.0,0.0,32,3.0,14.0,7.0,24.0,engenharia de software,informatica,norte
F,PR,aplicações computacionais,2.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,21,8.0,19.0,12.0,39.0,linhas concentradas,informatica,sul
M,RS,sistemas embarcados,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,23,5.0,12.0,5.0,22.0,redes de computadores,computacao,sul
M,MG,aplicações computacionais,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,27,4.0,10.0,8.0,22.0,linhas concentradas,informatica,sudeste
M,RN,sistemas de computação,2.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,22,5.0,18.0,5.0,28.0,linhas concentradas,informatica,nordeste
M,RN,sistemas de computação,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,24,5.0,14.0,8.0,27.0,linhas concentradas,informatica,nordeste
M,PR,aplicações computacionais,2.0,2.0,2.0,0.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,22,11.0,21.0,12.0,44.0,linhas concentradas,informatica,sul
M,PB,sistemas de computação,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,25,4.0,15.0,8.0,27.0,linhas concentradas,informatica,nordeste
M,MA,aplicações computacionais,0.0,2.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,32,7.0,14.0,7.0,28.0,linhas concentradas,informatica,nordeste
M,PR,engenharia de software,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,28,7.0,11.0,3.0,21.0,engenharia de software,informatica,sul
M,MS,aplicações computacionais,0.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,28,7.0,8.0,6.0,21.0,linhas concentradas,informatica,centro_oeste
M,PI,computação aplicada,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,27,5.0,16.0,5.0,26.0,linhas concentradas,informatica,nordeste
M,RS,aplicações computacionais,0.0,2.0,3.0,0.0,1.0,1.0,1.0,0.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,33,8.0,14.0,9.0,31.0,linhas concentradas,informatica,sul
M,PR,inteligência artificial,1.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,27,7.0,13.0,7.0,27.0,inteligência artificial,computacao,sul
M,PR,aplicações computacionais,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,1.0,0.0,24,6.0,15.0,7.0,28.0,linhas concentradas,informatica,sul
M,PB,sistemas de computação,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,24,3.0,16.0,6.0,25.0,linhas concentradas,informatica,nordeste
F,SP,engenharia de software,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,27,9.0,13.0,6.0,28.0,engenharia de software,informatica,sudeste
M,CE,aplicações computacionais,0.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,21,7.0,17.0,5.0,29.0,linhas concentradas,informatica,nordeste
M,BA,aplicações computacionais,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,0.0,2.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,23,8.0,13.0,8.0,29.0,linhas concentradas,informatica,nordeste
M,PA,sistemas de informação,2.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,38,8.0,13.0,4.0,25.0,redes de computadores,computacao,norte
M,RJ,sistemas de computação,1.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,28,11.0,10.0,6.0,27.0,linhas concentradas,informatica,sudeste
M,RS,inteligência artificial,1.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,3.0,1.0,2.0,1.0,21,13.0,17.0,12.0,42.0,inteligência artificial,computacao,sul
M,SP,engenharia de software,3.0,3.0,1.0,0.0,3.0,2.0,2.0,0.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,0.0,2.0,2.0,3.0,1.0,1.0,0.0,35,14.0,20.0,11.0,45.0,engenharia de software,informatica,sudeste
M,MG,aplicações computacionais,0.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,23,9.0,10.0,8.0,27.0,linhas concentradas,informatica,sudeste
M,RJ,inteligência artificial,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,24,12.0,19.0,7.0,38.0,inteligência artificial,computacao,sudeste
M,MG,redes de computadores,0.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,34,8.0,17.0,5.0,30.0,redes de computadores,computacao,sudeste
M,SC,redes de computadores,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,38,4.0,10.0,7.0,21.0,redes de computadores,computacao,sul
M,DF,engenharia de software,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,1.0,25,6.0,11.0,10.0,27.0,engenharia de software,informatica,centro_oeste
M,RS,aplicações computacionais,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,3.0,0.0,1.0,1.0,23,5.0,14.0,8.0,27.0,linhas concentradas,informatica,sul
M,SP,inteligência artificial,1.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,0.0,2.0,2.0,3.0,1.0,1.0,0.0,21,12.0,20.0,10.0,42.0,inteligência artificial,computacao,sudeste
M,MG,aplicações computacionais,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,1.0,2.0,23,12.0,13.0,9.0,34.0,linhas concentradas,informatica,sudeste
F,MT,visão computacional,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0,0.0,21,3.0,13.0,8.0,24.0,redes de computadores,computacao,centro_oeste
F,PI,aprendizado de máquina,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,23,2.0,12.0,6.0,20.0,inteligência artificial,computacao,nordeste
F,SP,visão computacional,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,3.0,22,8.0,14.0,10.0,32.0,redes de computadores,computacao,sudeste
F,SP,sistemas embarcados,0.0,2.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0,0.0,2.0,23,11.0,15.0,10.0,36.0,redes de computadores,computacao,sudeste
F,CE,sistemas de informação,3.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,21,9.0,13.0,8.0,30.0,redes de computadores,computacao,nordeste
F,RS,banco de dados,1.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,22,8.0,12.0,5.0,25.0,linhas concentradas,informatica,sul
F,PB,aplicações computacionais,2.0,1.0,3.0,2.0,1.0,1.0,2.0,0.0,3.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,28,12.0,16.0,8.0,36.0,linhas concentradas,informatica,nordeste
F,RJ,sistemas de computação,2.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,24,8.0,14.0,1.0,23.0,linhas concentradas,informatica,sudeste
F,MG,sistemas de computação,3.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,1.0,0.0,0.0,22,9.0,14.0,10.0,33.0,linhas concentradas,informatica,sudeste
F,SP,inteligência artificial,2.0,2.0,3.0,2.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,0.0,29,13.0,14.0,9.0,36.0,inteligência artificial,computacao,sudeste
F,SC,engenharia de software,1.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,24,9.0,15.0,6.0,30.0,engenharia de software,informatica,sul
F,RS,inteligência artificial,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,25,3.0,10.0,6.0,19.0,inteligência artificial,computacao,sul
F,PB,sistemas de computação,3.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,21,9.0,14.0,8.0,31.0,linhas concentradas,informatica,nordeste
F,SP,engenharia de software,1.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,3.0,0.0,1.0,2.0,45,12.0,13.0,11.0,36.0,engenharia de software,informatica,sudeste
F,MG,engenharia de software,1.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,3.0,2.0,1.0,3.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,22,9.0,16.0,9.0,34.0,engenharia de software,informatica,sudeste
F,MG,redes de computadores,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,23,4.0,17.0,5.0,26.0,redes de computadores,computacao,sudeste
F,MA,aplicações computacionais,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,30,4.0,12.0,4.0,20.0,linhas concentradas,informatica,nordeste
F,CE,sistemas de computação,1.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,24,12.0,15.0,6.0,33.0,linhas concentradas,informatica,nordeste
F,RS,engenharia de software,0.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,24,5.0,17.0,8.0,30.0,engenharia de software,informatica,sul
F,SP,aplicações computacionais,3.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,38,8.0,9.0,5.0,22.0,linhas concentradas,informatica,sudeste
F,SP,aplicações computacionais,1.0,3.0,3.0,0.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,21,12.0,18.0,10.0,40.0,linhas concentradas,informatica,sudeste
F,MG,aplicações computacionais,1.0,2.0,2.0,0.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,3.0,0.0,0.0,1.0,22,10.0,13.0,8.0,31.0,linhas concentradas,informatica,sudeste
F,MG,aplicações computacionais,2.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,25,12.0,15.0,6.0,33.0,linhas concentradas,informatica,sudeste
F,ES,sistemas de informação,0.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,46,6.0,10.0,5.0,21.0,redes de computadores,computacao,sudeste
F,SP,redes de computadores,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,34,4.0,10.0,3.0,17.0,redes de computadores,computacao,sudeste
M,MS,aplicações computacionais,1.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,20,8.0,14.0,9.0,31.0,linhas concentradas,informatica,centro_oeste
M,SC,sistemas embarcados,0.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,21,8.0,18.0,9.0,35.0,redes de computadores,computacao,sul
M,RJ,inteligência artificial,0.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,23,8.0,17.0,7.0,32.0,inteligência artificial,computacao,sudeste
